"beta_max_aux","beta_aux","PI_aux","PI_bar_aux","rhoI_aux","tempI_aux","P_rel_aux","vel_rel_aux","Omega_aux","Aint_aux","ht_liq_aux","ht_gas_aux","EI_liq_aux","EI_gas_aux","mu_max_aux_l","kappa_max_aux_l","mu_aux_l","kappa_aux_l","jump_grad_press_aux_l","jump_grad_alpha_aux_l","jump_grad_dens_aux_l","smooth_jump_grad_press_aux_l","smooth_jump_grad_dens_aux_l","mu_max_aux_g","kappa_max_aux_g","mu_aux_g","kappa_aux_g","jump_grad_press_aux_g","jump_grad_dens_aux_g","smooth_jump_grad_press_aux_g","smooth_jump_grad_dens_aux_g","ObjectId","GlobalElementId","PedigreeElementId"
0.0743666,0.00216852,950827,950676,901.311,452.99,0.000614519,1.13947e+06,0,896.338,0,0,766290,2.7038e+06,0.074365,8.15179,0.00205463,0.00205463,185551,0.0621033,0.0106667,185677,0.0106888,0.0746609,2.74348,0.00517851,0.00517851,125904,0.435785,124710,0.431547,0,11,11
0.0754682,0.00256643,949134,949306,901.31,452.99,0.000614649,1.13831e+06,0,896.525,0,0,766292,2.7038e+06,0.0754688,8.15289,0.00228271,0.00228271,179499,0.0581479,0.00862603,180539,0.0090327,0.0758062,2.74406,0.00606714,0.00606714,125690,0.434912,126093,0.43643,0,12,12
0.0766988,0.0025822,947957,947766,901.31,452.989,0.000614821,1.13705e+06,0,896.772,0,0,766294,2.7038e+06,0.0766966,8.15412,0.00251976,0.00251976,177606,0.0556097,0.00821207,177086,0.00843898,0.0770737,2.74468,0.00641114,0.00641114,127086,0.440111,126096,0.436551,0,13,13
0.0780467,0.00308201,945829,946044,901.309,452.989,0.000615008,1.13563e+06,0,897.041,0,0,766296,2.70381e+06,0.0780478,8.15546,0.00276705,0.00276705,173633,0.0529686,0.00870573,174702,0.00869019,0.0784721,2.74536,0.00737089,0.00737089,124521,0.431068,125192,0.433556,0,14,14
0.0795367,0.00303136,944351,944112,901.309,452.988,0.000615237,1.13408e+06,0,897.372,0,0,766299,2.70381e+06,0.0795337,8.15694,0.00302515,0.00302515,173938,0.0512081,0.00913723,173001,0.00929692,0.0800065,2.74609,0.00777528,0.00777528,124641,0.431975,123571,0.428092,0,15,15
0.0811543,0.00365767,941705,941971,901.307,452.988,0.000615491,1.13235e+06,0,897.737,0,0,766302,2.70381e+06,0.0811559,8.15856,0.00329535,0.00329535,170498,0.0489819,0.0102075,171723,0.010174,0.081684,2.74688,0.0088146,0.0088146,120483,0.417349,121435,0.420869,0,16,16
0.0829243,0.00363303,939283,939579,901.306,452.987,0.000615791,1.13045e+06,0,898.17,0,0,766305,2.70382e+06,0.0829262,8.16033,0.00357822,0.00357822,171957,0.0475789,0.0111439,170646,0.0111939,0.0835132,2.74771,0.00929782,0.00929782,120134,0.416802,118865,0.412155,0,17,17
0.0848454,0.00430249,936610,936938,901.305,452.986,0.000616123,1.12835e+06,0,898.649,0,0,766308,2.70383e+06,0.0848477,8.16224,0.00387504,0.00387504,168170,0.0453923,0.0122804,169660,0.012327,0.0855009,2.74859,0.0104296,0.0104296,114709,0.397667,115963,0.402318,0,18,18
0.0869309,0.00432595,933632,933995,901.304,452.985,0.000616509,1.12603e+06,0,899.205,0,0,766312,2.70383e+06,0.0869336,8.16432,0.00418633,0.00418633,170341,0.0441596,0.0136035,168625,0.0136157,0.0876586,2.74951,0.0110107,0.0110107,114300,0.397138,112751,0.391413,0,19,19
0.0891845,0.00502868,930352,930754,901.303,452.985,0.000616936,1.12347e+06,0,899.821,0,0,766316,2.70384e+06,0.0891877,8.16657,0.00451324,0.00451324,165647,0.0418277,0.0149756,167501,0.0150566,0.0899933,2.75049,0.0122509,0.0122509,107692,0.373709,109289,0.379674,0,20,20
