"alA_l","alpha_aux_l","alrhoA_g","alrhoA_l","alrhoEA_g","alrhoEA_l","alrhouA_g","alrhouA_l","area_aux","density_aux_g","density_aux_l","internal_energy_aux_g","internal_energy_aux_l","mach_number_aux_g","mach_number_aux_l","norm_velocity_aux_g","norm_velocity_aux_l","pressure_aux_g","pressure_aux_l","temperature_aux_g","temperature_aux_l","velocity_x_aux_g","velocity_x_aux_l","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
0.395022,0.294294,2.0113,355.876,5.14408e+06,2.72573e+08,49.2167,8722.38,1.34227,2.1233,900.899,5.4299e+06,6.89748e+08,0.0429743,0.0151718,24.4701,24.5096,481427,481863,507.011,452.984,24.4701,24.5096,88,88,0.87,0,0
0.402545,0.295016,2.05014,362.652,5.24533e+06,2.7776e+08,49.2573,8725.19,1.36448,2.13126,900.9,5.45225e+06,6.89749e+08,0.0421572,0.014893,24.0263,24.0594,484094,484369,507.916,452.985,24.0263,24.0594,89,89,0.88,0,0
0.410133,0.29607,2.0877,369.489,5.34359e+06,2.82992e+08,49.2238,8722.97,1.38526,2.14096,900.901,5.47932e+06,6.8975e+08,0.0413296,0.0146138,23.578,23.6082,487263,487573,508.925,452.986,23.578,23.6082,90,90,0.89,0,0
0.416655,0.296655,2.12094,375.365,5.43021e+06,2.8749e+08,49.2412,8724.26,1.40451,2.14702,900.902,5.4964e+06,6.89751e+08,0.0406682,0.0143871,23.2167,23.2421,489318,489530,509.627,452.987,23.2167,23.2421,91,91,0.9,0,0
0.423011,0.297442,2.1528,381.092,5.51345e+06,2.91873e+08,49.2288,8723.24,1.42216,2.15462,900.903,5.51756e+06,6.89752e+08,0.0400265,0.0141692,22.8673,22.8901,491780,492005,510.385,452.987,22.8673,22.8901,92,92,0.91,0,0
0.428436,0.297907,2.18002,385.979,5.58436e+06,2.95613e+08,49.2304,8723.75,1.43815,2.15904,900.903,5.53007e+06,6.89752e+08,0.0395074,0.0139906,22.5826,22.6016,493303,493462,510.919,452.988,22.5826,22.6016,93,93,0.92,0,0
0.433515,0.298479,2.20586,390.556,5.6518e+06,2.99116e+08,49.2327,8723.33,1.45241,2.16494,900.904,5.54644e+06,6.89753e+08,0.0390253,0.013826,22.3191,22.3357,495187,495348,511.471,452.988,22.3191,22.3357,94,94,0.93,0,0
0.437763,0.298837,2.2267,394.383,5.70611e+06,3.02045e+08,49.2229,8723.48,1.46489,2.1679,900.904,5.55489e+06,6.89753e+08,0.0386375,0.0136921,22.1057,22.1193,496242,496356,511.862,452.989,22.1057,22.1193,95,95,0.94,0,0
0.441524,0.299231,2.24624,397.771,5.75705e+06,3.04639e+08,49.2357,8723.33,1.47553,2.17237,900.905,5.5672e+06,6.89754e+08,0.0382973,0.0135752,21.9191,21.9305,497634,497744,512.24,452.989,21.9191,21.9305,96,96,0.95,0,0
0.444529,0.299489,2.26045,400.479,5.79407e+06,3.06711e+08,49.2178,8723.35,1.48429,2.174,900.905,5.57198e+06,6.89754e+08,0.0380329,0.0134835,21.7735,21.7823,498265,498341,512.506,452.989,21.7735,21.7823,97,97,0.96,0,0
0.446944,0.299732,2.27344,402.654,5.82792e+06,3.08376e+08,49.2379,8723.3,1.49114,2.17721,900.905,5.58072e+06,6.89754e+08,0.0378225,0.0134105,21.6578,21.6645,499223,499289,512.734,452.989,21.6578,21.6645,98,98,0.97,0,0
0.448653,0.29989,2.28083,404.194,5.84722e+06,3.09554e+08,49.2147,8723.29,1.49606,2.17761,900.905,5.58207e+06,6.89754e+08,0.0376767,0.0133594,21.5775,21.582,499458,499500,512.883,452.989,21.5775,21.582,99,99,0.98,0,0
0.449711,0.300005,2.2871,405.148,5.86351e+06,3.10284e+08,49.239,8723.28,1.49901,2.17964,900.906,5.58751e+06,6.89754e+08,0.0375885,0.013328,21.529,21.5311,500019,500044,512.979,452.99,21.529,21.5311,100,100,0.99,0,0
0.450076,0.30005,2.28762,405.476,5.86492e+06,3.10535e+08,49.2133,8723.28,1.5,2.17884,900.905,5.58554e+06,6.89754e+08,0.0375591,0.0133172,21.5129,21.5137,499869,499878,513.013,452.99,21.5129,21.5137,101,101,1,0,0
