"alA_l","alpha_aux_l","alrhoA_g","alrhoA_l","alrhoEA_g","alrhoEA_l","alrhouA_g","alrhouA_l","area_aux","density_aux_g","density_aux_l","internal_energy_aux_g","internal_energy_aux_l","mach_number_aux_g","mach_number_aux_l","norm_velocity_aux_g","norm_velocity_aux_l","pressure_aux_g","pressure_aux_l","temperature_aux_g","temperature_aux_l","velocity_x_aux_g","velocity_x_aux_l","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
0.47965,0.46505,2.45943,432.297,6.11034e+06,3.30895e+08,70.6839,10860.2,1.0314,4.45755,901.276,1.10727e+07,6.89584e+08,0.0543922,0.0155512,28.74,25.1221,870281,852455,436.578,452.963,28.74,25.1221,25,25,0.24,0,0
0.464585,0.464585,2.37143,418.717,5.88933e+06,3.20509e+08,70.68,10860,1,4.42913,901.272,1.09976e+07,6.89581e+08,0.0564716,0.0160553,29.8049,25.9363,862773,842219,435.588,452.96,29.8049,25.9363,26,26,0.25,0,0
0.449492,0.464061,2.2835,405.112,5.66855e+06,3.10105e+08,70.6751,10860.1,0.968605,4.39885,901.267,1.09176e+07,6.89577e+08,0.058713,0.0165947,30.9503,26.8076,854803,830617,434.535,452.958,30.9503,26.8076,27,27,0.26,0,0
0.434413,0.463456,2.19598,391.52,5.44882e+06,2.9971e+08,70.6701,10859.8,0.937333,4.36647,901.262,1.08321e+07,6.89574e+08,0.0611276,0.0171704,32.1815,27.7375,846316,817383,433.412,452.954,32.1815,27.7375,28,28,0.27,0,0
0.4194,0.462756,2.10922,377.987,5.23101e+06,2.89362e+08,70.6643,10859.9,0.906309,4.33187,901.256,1.07409e+07,6.89569e+08,0.0637249,0.0177854,33.5025,28.7308,837289,802439,432.214,452.95,33.5025,28.7308,29,29,0.28,0,0
0.404497,0.461936,2.02354,364.553,5.01591e+06,2.79088e+08,70.6581,10859.5,0.875655,4.29482,901.249,1.06433e+07,6.89565e+08,0.0665161,0.0184403,34.9181,29.7887,827669,785470,430.933,452.946,34.9181,29.7887,30,30,0.29,0,0
0.389755,0.46098,1.93925,351.263,4.80432e+06,2.68927e+08,70.6514,10859.6,0.845492,4.2552,901.242,1.05391e+07,6.89559e+08,0.069511,0.0191382,36.4323,30.9157,817429,766375,429.564,452.941,36.4323,30.9157,31,31,0.3,0,0
0.375218,0.459861,1.85665,338.159,4.59698e+06,2.58907e+08,70.6439,10859.2,0.815938,4.21278,901.233,1.04276e+07,6.89553e+08,0.0727197,0.0198792,38.049,32.1126,806521,744787,428.1,452.936,38.049,32.1126,32,32,0.31,0,0
0.360939,0.458562,1.77603,325.287,4.39459e+06,2.49065e+08,70.6361,10859.1,0.78711,4.16742,901.224,1.03085e+07,6.89546e+08,0.0761516,0.0206659,39.7718,33.3833,794920,720590,426.535,452.929,39.7718,33.3833,33,33,0.32,0,0
0.346961,0.457054,1.69766,312.685,4.19783e+06,2.39431e+08,70.6273,10858.7,0.759123,4.1189,901.213,1.01813e+07,6.89539e+08,0.0798142,0.021498,41.6028,34.7271,782582,693377,424.861,452.922,41.6028,34.7271,34,34,0.33,0,0
0.333332,0.455318,1.62178,300.4,4.00731e+06,2.30039e+08,70.6184,10858.6,0.732087,4.06711,901.201,1.00457e+07,6.8953e+08,0.0837146,0.0223772,43.5439,36.1471,769487,663034,423.072,452.915,43.5439,36.1471,35,35,0.34,0,0
0.320096,0.453325,1.54862,288.467,3.82361e+06,2.20917e+08,70.6084,10858,0.706107,4.01185,901.188,9.90127e+06,6.89521e+08,0.0878555,0.0233019,45.5944,37.6404,755603,629137,421.16,452.906,45.5944,37.6404,36,36,0.35,0,0
0.307297,0.451053,1.4784,276.928,3.64725e+06,2.12097e+08,70.5987,10857.8,0.681288,3.95304,901.173,9.74773e+06,6.8951e+08,0.0922395,0.0242727,47.7535,39.2082,740920,591616,419.12,452.897,47.7535,39.2082,37,37,0.36,0,0
0.294973,0.448474,1.4113,265.817,3.47869e+06,2.03605e+08,70.5879,10857.2,0.657726,3.89054,901.156,9.58482e+06,6.89499e+08,0.0968615,0.0252861,50.0161,40.8446,725422,550076,416.945,452.886,50.0161,40.8446,38,38,0.37,0,0
0.283165,0.445567,1.3475,255.171,3.31834e+06,1.95469e+08,70.5779,10857,0.635516,3.82432,901.138,9.41247e+06,6.89486e+08,0.101716,0.0263409,52.3769,42.5479,709115,504554,414.63,452.875,52.3769,42.5479,39,39,0.38,0,0
0.271904,0.442305,1.28714,245.018,3.16656e+06,1.87711e+08,70.5671,10856.2,0.614743,3.75434,901.118,9.23063e+06,6.89473e+08,0.106788,0.0274309,54.8249,44.3079,692009,454757,412.17,452.862,54.8249,44.3079,40,40,0.39,0,0
0.261224,0.438669,1.23033,235.388,3.02364e+06,1.80353e+08,70.5577,10856,0.595492,3.68066,901.096,9.0395e+06,6.89458e+08,0.112059,0.0285528,57.3487,46.1195,674134,400923,409.561,452.849,57.3487,46.1195,41,41,0.4,0,0
0.251149,0.434637,1.17717,226.303,2.88981e+06,1.73413e+08,70.5479,10855.2,0.577836,3.60337,901.073,8.83933e+06,6.89443e+08,0.117499,0.0296973,59.9299,47.9673,655532,342956,406.802,452.835,59.9299,47.9673,42,42,0.41,0,0
0.241703,0.430194,1.12775,217.786,2.76526e+06,1.66907e+08,70.5405,10854.9,0.561847,3.52265,901.047,8.63066e+06,6.89427e+08,0.123076,0.0308584,62.5496,49.8418,636265,281398,403.893,452.819,62.5496,49.8418,43,43,0.42,0,0
0.232904,0.425328,1.08212,209.851,2.6501e+06,1.60847e+08,70.5335,10854,0.547586,3.43876,901.02,8.41419e+06,6.89411e+08,0.128742,0.0320233,65.1811,51.7226,616411,216451,400.837,452.804,65.1811,51.7226,44,44,0.43,0,0
0.224764,0.420031,1.0403,202.51,2.5444e+06,1.55241e+08,70.5298,10853.8,0.535112,3.35203,900.992,8.19083e+06,6.89394e+08,0.134448,0.0331839,67.7978,53.5961,596069,149041,397.637,452.787,67.7978,53.5961,45,45,0.44,0,0
0.21729,0.414303,1.00231,195.77,2.44818e+06,1.50096e+08,70.5275,10853,0.524472,3.26291,900.962,7.96175e+06,6.89377e+08,0.140128,0.0343244,70.3653,55.4372,575357,79728.2,394.303,452.771,70.3653,55.4372,46,46,0.45,0,0
0.210485,0.408148,0.968141,189.633,2.36142e+06,1.45411e+08,70.5294,10852.7,0.515708,3.17191,900.931,7.72829e+06,6.89361e+08,0.145717,0.0354353,72.8503,57.2303,554405,9826.69,390.845,452.755,72.8503,57.2303,47,47,0.46,0,0
0.204348,0.401583,0.93778,184.097,2.28406e+06,1.41187e+08,70.5338,10852.1,0.508856,3.07966,900.9,7.49209e+06,6.89346e+08,0.151135,0.0364991,75.2136,58.9475,533368,-59772.5,387.278,452.739,75.2136,58.9475,48,48,0.47,0,0
0.198867,0.394622,0.911193,179.153,2.21599e+06,1.37414e+08,70.5426,10851.9,0.503943,2.98678,900.869,7.25478e+06,6.89332e+08,0.156304,0.0375066,77.4178,60.5735,512399,-127486,383.622,452.724,77.4178,60.5735,49,49,0.48,0,0
0.194036,0.387308,0.888341,174.795,2.15711e+06,1.3409e+08,70.555,10851.5,0.500987,2.89408,900.838,7.01842e+06,6.89321e+08,0.161138,0.0384406,79.4234,62.0811,491674,-192236,379.896,452.71,79.4234,62.0811,50,50,0.49,0,0
0.189829,0.379657,0.869177,170.999,2.1073e+06,1.31195e+08,70.5709,10851.4,0.5,2.80225,900.808,6.78474e+06,6.89311e+08,0.16555,0.0392942,81.1928,63.4587,471354,-252413,376.13,452.698,81.1928,63.4587,51,51,0.5,0,0
0.186203,0.371673,0.853754,167.728,2.06667e+06,1.28702e+08,70.5494,10849.1,0.500987,2.71219,900.779,6.55612e+06,6.89305e+08,0.169336,0.0400526,82.6344,64.6828,451656,-306595,372.379,452.688,82.6344,64.6828,52,52,0.51,0,0
0.183164,0.363462,0.842053,164.985,2.03517e+06,1.26612e+08,70.5311,10847.4,0.503943,2.62503,900.751,6.33526e+06,6.89301e+08,0.172509,0.0407124,83.7608,65.7477,432772,-354131,368.657,452.68,83.7608,65.7477,53,53,0.52,0,0
0.180685,0.35508,0.834033,162.747,2.01266e+06,1.24908e+08,70.5182,10845.1,0.508856,2.54145,900.726,6.12387e+06,6.89301e+08,0.175008,0.0412636,84.5508,66.6376,414828,-394274,364.993,452.675,84.5508,66.6376,54,54,0.53,0,0
0.178739,0.346589,0.829716,160.991,1.99919e+06,1.2357e+08,70.5124,10843.5,0.515708,2.46229,900.704,5.92396e+06,6.89304e+08,0.17677,0.041708,84.9838,67.355,397975,-426257,361.423,452.672,84.9838,67.355,55,55,0.54,0,0
0.177297,0.33805,0.829093,159.689,1.99473e+06,1.22581e+08,70.5122,10841.4,0.524472,2.38812,900.684,5.73697e+06,6.89309e+08,0.177752,0.0420399,85.0474,67.891,382309,-449817,357.979,452.671,85.0474,67.891,56,56,0.55,0,0
0.176335,0.329528,0.832214,158.819,1.99937e+06,1.2192e+08,70.5213,10840.3,0.535112,2.31958,900.668,5.56441e+06,6.89317e+08,0.177925,0.0422656,84.7394,68.2555,367933,-464646,354.696,452.672,84.7394,68.2555,57,57,0.56,0,0
0.175822,0.321086,0.839106,158.355,2.01319e+06,1.2157e+08,70.5344,10838.7,0.547586,2.25709,900.654,5.40724e+06,6.89328e+08,0.177271,0.0423829,84.059,68.4453,354901,-470995,351.606,452.676,84.059,68.4453,58,58,0.57,0,0
0.175736,0.312783,0.849847,158.276,2.03635e+06,1.21513e+08,70.5565,10838.1,0.561847,2.20105,900.644,5.26642e+06,6.89341e+08,0.175803,0.0424016,83.0226,68.4759,343268,-468929,348.741,452.682,83.0226,68.4759,59,59,0.58,0,0
0.176052,0.304675,0.864494,158.559,2.069e+06,1.21733e+08,70.5793,10837.1,0.577836,2.15164,900.637,5.14236e+06,6.89357e+08,0.173532,0.0423217,81.6424,68.3474,333048,-459133,346.127,452.69,81.6424,68.3474,60,60,0.59,0,0
0.176752,0.296816,0.883143,159.188,2.11137e+06,1.22217e+08,70.6094,10837.3,0.595492,2.10905,900.634,5.03545e+06,6.89373e+08,0.170515,0.0421547,79.9523,68.0785,324255,-441891,343.794,452.699,79.9523,68.0785,61,61,0.6,0,0
0.177813,0.289248,0.905859,160.145,2.16362e+06,1.2295e+08,70.6358,10837,0.614743,2.07324,900.633,4.94557e+06,6.89392e+08,0.166795,0.0419014,77.9766,67.6703,316865,-418197,341.762,452.711,77.9766,67.6703,62,62,0.61,0,0
0.179225,0.282016,0.932735,161.417,2.22599e+06,1.23924e+08,70.6672,10838,0.635516,2.04417,900.636,4.87259e+06,6.89411e+08,0.162468,0.0415743,75.7634,67.1428,310859,-388387,340.051,452.723,75.7634,67.1428,63,63,0.62,0,0
0.180972,0.275148,0.963808,162.991,2.2986e+06,1.25128e+08,70.6908,10838.4,0.657726,2.0216,900.641,4.81591e+06,6.89431e+08,0.157602,0.0411735,73.3453,66.4966,306182,-353651,338.674,452.736,73.3453,66.4966,64,64,0.63,0,0
0.183048,0.26868,0.999137,164.862,2.3816e+06,1.26559e+08,70.718,10840,0.681288,2.00533,900.649,4.775e+06,6.89451e+08,0.15232,0.0407117,70.7791,65.7518,302795,-314256,337.645,452.75,70.7791,65.7518,65,65,0.64,0,0
0.185443,0.262626,1.0387,167.02,2.47498e+06,1.28209e+08,70.7348,10840.8,0.706107,1.99495,900.658,4.74887e+06,6.89472e+08,0.1467,0.0401882,68.0992,64.9073,300621,-271505,336.965,452.765,68.0992,64.9073,66,66,0.65,0,0
0.188156,0.257014,1.08249,169.467,2.57875e+06,1.30079e+08,70.7547,10843,0.732087,1.99012,900.67,4.7367e+06,6.89491e+08,0.140874,0.0396153,65.363,63.983,299604,-225513,336.64,452.779,65.363,63.983,67,67,0.66,0,0
0.191181,0.251845,1.1304,172.194,2.6927e+06,1.32163e+08,70.7634,10844.1,0.759123,1.99034,900.683,4.73726e+06,6.89512e+08,0.134916,0.0389912,62.6006,62.9761,299656,-177660,336.662,452.795,62.6006,62.9761,68,68,0.67,0,0
0.194526,0.24714,1.18229,175.209,2.81658e+06,1.34467e+08,70.7796,10846.6,0.78711,1.99515,900.698,4.74947e+06,6.89531e+08,0.128953,0.0383284,59.8663,61.9066,300706,-127864,337.027,452.809,59.8663,61.9066,69,69,0.68,0,0
0.198183,0.24289,1.23801,178.506,2.95001e+06,1.36987e+08,70.7868,10847.7,0.815938,2.00405,900.714,4.7721e+06,6.8955e+08,0.123035,0.0376238,57.1779,60.7696,302670,-77550.6,337.722,452.824,57.1779,60.7696,70,70,0.69,0,0
0.202167,0.239112,1.29729,182.098,3.09245e+06,1.39731e+08,70.7999,10850.4,0.845492,2.01655,900.731,4.80398e+06,6.89568e+08,0.117259,0.0368902,54.575,59.5856,305469,-26432,338.733,452.839,54.575,59.5856,71,71,0.7,0,0
0.206467,0.235786,1.35989,185.975,3.24333e+06,1.42694e+08,70.8037,10851.3,0.875655,2.03215,900.748,4.84392e+06,6.89586e+08,0.111652,0.0361236,52.0657,58.3483,309020,24018.1,340.039,452.853,52.0657,58.3483,72,72,0.71,0,0
0.211106,0.23293,1.42545,190.157,3.40187e+06,1.45889e+08,70.8125,10854,0.906309,2.05041,900.766,4.89081e+06,6.89602e+08,0.106284,0.0353373,49.6773,57.0792,313247,74300.9,341.621,452.867,49.6773,57.0792,73,73,0.72,0,0
0.216067,0.230512,1.49365,194.629,3.56731e+06,1.49306e+08,70.8124,10854.5,0.937333,2.07087,900.783,4.94356e+06,6.89618e+08,0.10116,0.0345265,47.4089,55.7703,318068,122898,343.451,452.881,47.4089,55.7703,74,74,0.73,0,0
0.221377,0.228552,1.56406,199.416,3.73865e+06,1.52964e+08,70.817,10857.1,0.968605,2.09315,900.801,5.00121e+06,6.89633e+08,0.0963249,0.0337052,45.2777,54.4445,323411,170531,345.504,452.893,45.2777,54.4445,75,75,0.74,0,0
0.227008,0.227008,1.63632,204.493,3.91506e+06,1.56844e+08,70.8139,10857.1,1,2.11687,900.817,5.06284e+06,6.89647e+08,0.0917689,0.0328679,43.2762,53.0927,329204,215645,347.751,452.906,43.2762,53.0927,76,76,0.75,0,0
0.232995,0.225903,1.70994,209.89,4.09536e+06,1.60968e+08,70.815,10859.5,1.0314,2.14171,900.833,5.12762e+06,6.8966e+08,0.0875163,0.0320295,41.4137,51.739,335378,259183,350.165,452.917,41.4137,51.739,77,77,0.76,0,0
0.239296,0.225185,1.78456,215.57,4.27868e+06,1.6531e+08,70.81,10858.9,1.06267,2.16739,900.848,5.19484e+06,6.89673e+08,0.0835473,0.0311835,39.6792,50.373,341870,299570,352.715,452.928,39.6792,50.373,78,78,0.77,0,0
0.245945,0.224876,1.85964,221.562,4.46372e+06,1.6989e+08,70.8088,10861,1.09369,2.19363,900.863,5.2638e+06,6.89684e+08,0.0798724,0.0303457,38.0766,49.0203,348618,337970,355.374,452.938,38.0766,49.0203,79,79,0.78,0,0
0.25289,0.224922,1.93486,227.822,4.64968e+06,1.74676e+08,70.8031,10859.9,1.12434,2.22026,900.876,5.33404e+06,6.89695e+08,0.0764669,0.0295086,36.5934,47.6685,355571,372791,358.113,452.947,36.5934,47.6685,80,80,0.79,0,0
0.260162,0.225344,2.00968,234.377,4.83523e+06,1.79687e+08,70.7999,10862.2,1.15451,2.24709,900.888,5.40504e+06,6.89704e+08,0.0733307,0.0286889,35.2295,46.3448,362681,405375,360.913,452.955,35.2295,46.3448,81,81,0.8,0,0
0.267698,0.226085,2.08384,241.169,5.0197e+06,1.8488e+08,70.7935,10861,1.18406,2.27403,900.898,5.47654e+06,6.89714e+08,0.0704387,0.0278777,33.9726,45.0347,369910,434125,363.746,452.963,33.9726,45.0347,82,82,0.81,0,0
0.275511,0.227153,2.15677,248.21,5.20169e+06,1.90264e+08,70.7884,10863.3,1.21289,2.30085,900.909,5.54795e+06,6.89722e+08,0.067787,0.0270925,32.8215,43.7666,377204,460615,366.594,452.97,32.8215,43.7666,83,83,0.82,0,0
0.283527,0.228489,2.2283,255.434,5.38071e+06,1.95788e+08,70.7826,10862,1.24088,2.32757,900.916,5.61925e+06,6.89729e+08,0.065353,0.0263228,31.7653,42.5235,384540,483236,369.434,452.977,31.7653,42.5235,84,84,0.83,0,0
0.291743,0.230097,2.29786,262.838,5.55534e+06,2.0145e+08,70.7761,10864.3,1.26791,2.35395,900.924,5.68984e+06,6.89736e+08,0.0631285,0.0255868,30.8009,41.3347,391865,503738,372.252,452.982,30.8009,41.3347,85,85,0.84,0,0
0.300075,0.231917,2.36538,270.347,5.72536e+06,2.07193e+08,70.7718,10862.7,1.29389,2.3801,900.929,5.75991e+06,6.89742e+08,0.0610952,0.0248723,29.9198,40.1807,399174,520484,375.029,452.987,29.9198,40.1807,86,86,0.85,0,0
0.3085,0.233941,2.43031,277.939,5.88935e+06,2.12999e+08,70.7643,10865,1.31871,2.40574,900.935,5.8288e+06,6.89747e+08,0.0592415,0.0241979,29.1174,39.0914,406411,535369,377.759,452.991,29.1174,39.0914,87,87,0.86,0,0
0.316931,0.236115,2.4927,285.535,6.04741e+06,2.1881e+08,70.7621,10863.1,1.34227,2.43109,900.938,5.89697e+06,6.89752e+08,0.0575541,0.0235499,28.3877,38.0447,413593,546702,380.426,452.995,28.3877,38.0447,88,88,0.87,0,0
0.325317,0.238418,2.55201,293.091,6.19817e+06,2.2459e+08,70.7538,10865.3,1.36448,2.45583,900.941,5.96361e+06,6.89755e+08,0.0560184,0.0229473,27.7247,37.0713,420663,556485,383.031,452.997,27.7247,37.0713,89,89,0.88,0,0
0.333577,0.240805,2.60846,300.534,6.34207e+06,2.30284e+08,70.7542,10863.1,1.38526,2.48028,900.942,6.02951e+06,6.89758e+08,0.0546265,0.0223746,27.1249,36.1462,427656,562950,385.561,453,27.1249,36.1462,90,90,0.89,0,0
0.341623,0.243233,2.6615,307.783,6.47782e+06,2.35829e+08,70.7453,10865.1,1.40451,2.50403,900.944,6.09367e+06,6.8976e+08,0.0533607,0.0218515,26.581,35.3012,434513,568169,388.027,453.001,26.581,35.3012,91,91,0.9,0,0
0.349397,0.24568,2.7115,314.787,6.60621e+06,2.41188e+08,70.7483,10862.8,1.42216,2.52757,900.943,6.15724e+06,6.89762e+08,0.0522187,0.0213608,26.092,34.5085,441295,570269,390.412,453.002,26.092,34.5085,92,92,0.91,0,0
0.356756,0.248065,2.75797,321.417,6.7261e+06,2.4626e+08,70.7389,10864.4,1.43815,2.55038,900.944,6.21898e+06,6.89763e+08,0.0511793,0.0209233,25.6489,33.8017,447936,571364,392.744,453.003,25.6489,33.8017,93,93,0.92,0,0
0.363692,0.250405,2.80141,327.665,6.83858e+06,2.51041e+08,70.7442,10862.3,1.45241,2.57312,900.942,6.28047e+06,6.89764e+08,0.0502455,0.0205202,25.253,33.1505,454525,569452,394.998,453.003,25.253,33.1505,94,94,0.93,0,0
0.369979,0.252565,2.84143,333.329,6.94279e+06,2.55375e+08,70.7345,10863.4,1.46489,2.59513,900.941,6.34017e+06,6.89763e+08,0.0493926,0.0201736,24.894,32.5906,460987,566655,397.218,453.002,24.894,32.5906,95,95,0.94,0,0
0.375694,0.254616,2.87858,338.476,7.04e+06,2.59314e+08,70.7417,10861.6,1.47553,2.61729,900.937,6.40017e+06,6.89762e+08,0.0486283,0.0198635,24.5752,32.0897,467444,560824,399.371,453.001,24.5752,32.0897,96,96,0.95,0,0
0.380497,0.256349,2.91265,342.803,7.12981e+06,2.62624e+08,70.7319,10862.1,1.48429,2.63876,900.935,6.45858e+06,6.8976e+08,0.0479241,0.0196139,24.2844,31.6863,473815,554046,401.52,452.999,24.2844,31.6863,97,97,0.96,0,0
0.384578,0.257908,2.94423,346.478,7.21353e+06,2.65436e+08,70.7402,10860.9,1.49114,2.66069,900.93,6.51808e+06,6.89758e+08,0.047292,0.0194037,24.0267,31.3466,480255,544006,403.623,452.997,24.0267,31.3466,98,98,0.97,0,0
0.387466,0.258991,2.97331,349.078,7.29136e+06,2.67425e+08,70.7299,10861,1.49606,2.68206,900.926,6.57638e+06,6.89754e+08,0.0466992,0.0192594,23.7883,31.1134,486676,532692,405.76,452.994,23.7883,31.1134,99,99,0.98,0,0
0.389471,0.259818,3.0005,350.882,7.36465e+06,2.68806e+08,70.7391,10860.4,1.49901,2.70427,900.92,6.63681e+06,6.89751e+08,0.0461614,0.0191594,23.5758,30.9518,493275,517593,407.885,452.99,23.5758,30.9518,100,100,0.99,0,0
0.389998,0.259999,3.02599,351.355,7.43418e+06,2.69167e+08,70.7271,10860.5,1.5,2.72612,900.914,6.69671e+06,6.89745e+08,0.045641,0.0191338,23.3732,30.9102,499958,500485,410.098,452.986,23.3732,30.9102,101,101,1,0,0
