"beta_max_aux","beta_aux","PI_aux","PI_bar_aux","rhoI_aux","tempI_aux","P_rel_aux","vel_rel_aux","Omega_aux","Aint_aux","ht_liq_aux","ht_gas_aux","EI_liq_aux","EI_gas_aux","mu_max_aux_l","kappa_max_aux_l","mu_aux_l","kappa_aux_l","jump_grad_press_aux_l","jump_grad_alpha_aux_l","jump_grad_dens_aux_l","smooth_jump_grad_press_aux_l","smooth_jump_grad_dens_aux_l","mu_max_aux_g","kappa_max_aux_g","mu_aux_g","kappa_aux_g","jump_grad_press_aux_g","jump_grad_dens_aux_g","smooth_jump_grad_press_aux_g","smooth_jump_grad_dens_aux_g","ObjectId","GlobalElementId","PedigreeElementId"
0.106072,0.00836841,900264,900335,901.257,452.994,0.00685671,1.22332e+07,0,10000,0,0,766422,2.70392e+06,0.106073,8.18354,0.00697148,0.00697148,141850,0.0662157,0.0486967,138051,0.0470469,0.106219,2.73292,0.0210056,0.0210056,125209,0.439645,121517,0.424973,0,27,27
0.109985,0.00995619,892996,893076,901.254,452.992,0.00685683,1.21471e+07,0,10000,0,0,766432,2.70393e+06,0.109986,8.18744,0.00741618,0.00741618,123755,0.0593886,0.04294,127483,0.0445376,0.11015,2.73417,0.0262385,0.0262385,106516,0.371671,110209,0.386536,0,28,28
0.114189,0.00994182,884890,884978,901.25,452.991,0.00685697,1.2051e+07,0,10000,0,0,766444,2.70395e+06,0.114191,8.19162,0.00787086,0.00787086,120570,0.0557158,0.0435738,116731,0.0439063,0.114374,2.73536,0.0273059,0.0273059,102594,0.363157,103078,0.373234,0,29,29
0.118669,0.0115672,875983,876081,901.246,452.989,0.00685711,1.19454e+07,0,10000,0,0,766456,2.70397e+06,0.118671,8.19609,0.00833565,0.00833565,102030,0.0475788,0.0455376,105859,0.0451319,0.118875,2.7365,0.0331826,0.0331826,100611,0.394951,100255,0.385547,0,30,30
0.123469,0.0118078,866069,866177,901.241,452.987,0.00685728,1.18277e+07,0,10000,0,0,766470,2.70399e+06,0.123471,8.20087,0.00880304,0.00880304,98806,0.0435751,0.0458788,105166,0.0476521,0.123701,2.73753,0.035675,0.035675,97206.9,0.389129,103431,0.410822,0,31,31
0.12857,0.0134533,855182,855302,901.236,452.984,0.00685746,1.16982e+07,0,10000,0,0,766486,2.70401e+06,0.128572,8.20595,0.00926986,0.00926986,121020,0.0345748,0.0533132,114737,0.0514593,0.128829,2.73845,0.0424335,0.0424335,118701,0.470078,112752,0.449631,0,32,32
0.134016,0.0140121,843107,843240,901.231,452.981,0.00685765,1.15545e+07,0,10000,0,0,766503,2.70403e+06,0.134019,8.21137,0.00972641,0.00972641,118101,0.030881,0.0533319,124316,0.0551545,0.134308,2.73917,0.0468137,0.0468137,116399,0.469238,122042,0.489212,0,33,33
0.139785,0.0156722,829866,830014,901.225,452.979,0.00685787,1.13968e+07,0,10000,0,0,766522,2.70406e+06,0.139789,8.21711,0.0101653,0.0101653,140040,0.0342624,0.0606408,133965,0.0587437,0.140112,2.73967,0.0548171,0.0548171,136669,0.548292,131372,0.529929,0,34,34
0.145917,0.016596,815258,815421,901.218,452.975,0.00685811,1.12224e+07,0,10000,0,0,766543,2.70409e+06,0.145921,8.22322,0.0105738,0.0105738,137681,0.0316979,0.0603614,142979,0.0619022,0.146284,2.73987,0.061609,0.061609,135753,0.553893,140085,0.569574,0,35,35
0.152385,0.0182904,799291,799470,901.211,452.972,0.00685838,1.10316e+07,0,10000,0,0,766566,2.70412e+06,0.15239,8.22965,0.0109395,0.0109395,156516,0.0398516,0.0662453,151276,0.0646154,0.152796,2.73971,0.0713832,0.0713832,152166,0.622219,148013,0.607722,0,36,36
0.159218,0.0195943,781801,781998,901.203,452.968,0.00685867,1.08221e+07,0,10000,0,0,766592,2.70416e+06,0.159224,8.23645,0.0112455,0.0112455,154393,0.0390581,0.0656095,158017,0.0664882,0.159679,2.73911,0.0811333,0.0811333,151966,0.632557,154472,0.641989,0,37,37
0.166389,0.0213744,762790,763006,901.194,452.963,0.00685898,1.05938e+07,0,10000,0,0,766620,2.7042e+06,0.166395,8.24359,0.0114749,0.0114749,166768,0.0455354,0.0684886,162802,0.0674123,0.166904,2.73799,0.0933647,0.0933647,161791,0.680623,158908,0.67054,0,38,38
0.173906,0.0230376,742160,742396,901.185,452.959,0.00685932,1.03455e+07,0,10000,0,0,766651,2.70425e+06,0.173913,8.25106,0.0116062,0.0116062,163278,0.0465054,0.0670624,164892,0.0670575,0.174482,2.73625,0.106592,0.106592,160083,0.688358,160773,0.691327,0,39,39
0.181739,0.0249737,719930,720185,901.175,452.953,0.00685969,1.00771e+07,0,10000,0,0,766685,2.70429e+06,0.181748,8.25885,0.0116189,0.0116189,166243,0.0510933,0.0656165,163521,0.0651839,0.182382,2.7338,0.122033,0.122033,161137,0.707969,159195,0.701156,0,40,40
0.189876,0.0269561,696087,696363,901.165,452.948,0.00686009,9.78821e+06,0,10000,0,0,766722,2.70435e+06,0.189886,8.26694,0.0114883,0.0114883,158322,0.0530171,0.06244,158277,0.0616582,0.190591,2.73052,0.139165,0.139165,154424,0.700328,153857,0.698541,0,41,41
0.19828,0.0291093,670701,670996,901.154,452.942,0.00686051,9.47937e+06,0,10000,0,0,766761,2.7044e+06,0.198291,8.27529,0.0111932,0.0111932,150219,0.0559101,0.0561361,148348,0.0562232,0.199072,2.72632,0.158429,0.158429,145444,0.685539,143982,0.680192,0,42,42
0.206916,0.0313745,643860,644176,901.143,452.936,0.00686096,9.15134e+06,0,10000,0,0,766804,2.70446e+06,0.206929,8.28387,0.0107093,0.0107093,134632,0.0576139,0.0501807,133753,0.0489904,0.207791,2.72109,0.179689,0.179689,130615,0.64936,129562,0.645328,0,43,43
0.215739,0.0337768,615715,616049,901.131,452.929,0.00686143,8.80557e+06,0,10000,0,0,766850,2.70453e+06,0.215754,8.29264,0.01002,0.01002,115529,0.0588676,0.039464,114221,0.0399065,0.216701,2.71476,0.202988,0.202988,111575,0.597053,110439,0.592381,0,44,44
0.224697,0.036298,586456,586806,901.118,452.922,0.00686192,8.444e+06,0,10000,0,0,766899,2.7046e+06,0.224714,8.30153,0.00910651,0.00910651,91193.5,0.0593887,0.0305174,90308.2,0.0314758,0.22575,2.70724,0.228203,0.228203,87990.2,0.526059,87110.3,0.522017,0,45,45
0.233737,0.0389568,556319,556683,901.106,452.914,0.00686243,8.06915e+06,0,10000,0,0,766951,2.70467e+06,0.233756,8.31051,0.00796358,0.00796358,63316.2,0.0585968,0.0254045,62644.5,0.0239723,0.234884,2.69846,0.255152,0.255152,60886.4,0.438896,60272.5,0.435528,0,46,46
0.2428,0.0416966,525577,525952,901.093,452.907,0.00686295,7.68401e+06,0,10000,0,0,767005,2.70474e+06,0.242821,8.31951,0.00658448,0.00658448,32752.2,0.0574938,0.0145628,36276.2,0.0208967,0.244041,2.68841,0.283586,0.283586,31327.1,0.338261,34717,0.335925,0,47,47
0.251828,0.0446197,494524,494907,901.08,452.899,0.00686348,7.2919e+06,0,10000,0,0,767062,2.70482e+06,0.251851,8.32847,0.00498095,0.00498095,16284.3,0.0536287,0.0290569,23650.2,0.0229429,0.253164,2.67705,0.313178,0.313178,15327.7,0.228283,22805.2,0.227157,0,48,48
0.260764,0.0474676,463468,463855,901.067,452.892,0.00686402,6.89639e+06,0,10000,0,0,767121,2.7049e+06,0.260789,8.33734,0.00316246,0.00316246,29280.1,0.0521764,0.0190951,35866.9,0.0253523,0.262194,2.66441,0.343583,0.343583,29238.5,0.1138,34545.9,0.136275,0,49,49
0.269559,0.0507997,432707,433096,901.055,452.884,0.00686455,6.50106e+06,0,10000,0,0,767181,2.70498e+06,0.269587,8.34607,0.00116015,0.00116015,68622.9,0.0509576,0.0341623,69434.9,0.0341944,0.27108,2.65051,0.37442,0.37442,64379.1,0.0892148,64840.6,0.122909,0,50,50
0.278177,0.0563735,402596,402980,901.043,452.877,0.00686507,6.11029e+06,0,10000,0,0,767244,2.70507e+06,0.278207,8.35462,0.00119216,0.00119216,111214,0.0370201,0.0493581,105944,0.0479412,0.279779,2.63547,0.405563,0.405563,101366,0.199407,98218.8,0.201539,0,51,51
0.28654,0.0636503,373502,373878,901.031,452.869,0.00686558,5.72886e+06,0,10000,0,0,767307,2.70515e+06,0.286572,8.36292,0.00346758,0.00346758,132725,0.0236286,0.0588865,130749,0.0572918,0.288212,2.61941,0.436667,0.436667,125765,0.318128,123306,0.308825,0,52,52
0.294576,0.071088,345670,346034,901.02,452.862,0.00686607,5.36008e+06,0,10000,0,0,767371,2.70523e+06,0.294609,8.3709,0.00580878,0.00580878,146331,0.0164981,0.0620364,146293,0.062815,0.296309,2.60245,0.46665,0.46665,140330,0.399636,139500,0.3974,0,53,53
0.302269,0.0784753,319242,319593,901.009,452.856,0.00686654,5.00608e+06,0,10000,0,0,767435,2.70531e+06,0.302304,8.37853,0.00817773,0.00817773,159784,0.00810511,0.0683005,158341,0.0667365,0.304057,2.58471,0.494799,0.494799,151575,0.472199,150562,0.468748,0,54,54
0.309605,0.0856871,294333,294668,900.999,452.85,0.00686698,4.66866e+06,0,10000,0,0,767498,2.7054e+06,0.309641,8.38582,0.0105192,0.0105192,167465,0.00449602,0.0683086,166474,0.0692551,0.311438,2.5663,0.520667,0.520667,158768,0.530957,157795,0.527261,0,55,55
0.316577,0.0925658,271013,271331,900.989,452.844,0.0068674,4.34914e+06,0,10000,0,0,767560,2.70547e+06,0.316613,8.39274,0.0128007,0.0128007,171180,0.00930958,0.0721027,170190,0.07011,0.318445,2.54736,0.543866,0.543866,162068,0.574933,161190,0.57126,0,56,56
0.323181,0.0990153,249314,249615,900.981,452.838,0.00686779,4.04839e+06,0,10000,0,0,767622,2.70555e+06,0.323218,8.39929,0.014972,0.014972,170933,0.0175481,0.0679262,170089,0.0696307,0.325075,2.52801,0.564161,0.564161,161854,0.604215,161112,0.600797,0,57,57
0.329423,0.10491,229235,229517,900.972,452.833,0.00686816,3.76682e+06,0,10000,0,0,767682,2.70562e+06,0.32946,8.40549,0.0170137,0.0170137,167311,0.0250112,0.0705678,166684,0.0679018,0.331332,2.5084,0.581374,0.581374,158673,0.619825,158089,0.616839,0,58,58
0.335308,0.110207,210742,211006,900.965,452.829,0.0068685,3.50445e+06,0,10000,0,0,767741,2.7057e+06,0.335345,8.41134,0.018885,0.018885,161181,0.0315541,0.0625456,160664,0.0653126,0.337224,2.48862,0.595469,0.595469,153154,0.623489,152719,0.620968,0,59,59
0.340849,0.114812,193781,194026,900.958,452.825,0.00686881,3.26098e+06,0,10000,0,0,767798,2.70576e+06,0.340886,8.41684,0.0205838,0.0205838,152981,0.0369917,0.0655914,152697,0.0644733,0.342762,2.46881,0.606421,0.606421,145894,0.617067,145603,0.615079,0,60,60
0.346058,0.118741,178279,178505,900.951,452.821,0.0068691,3.03585e+06,0,10000,0,0,767854,2.70583e+06,0.346094,8.42201,0.022078,0.022078,143643,0.0413579,0.064165,143418,0.0657923,0.34796,2.44906,0.61434,0.61434,137470,0.602693,137298,0.601176,0,61,61
0.350951,0.121924,164150,164359,900.945,452.818,0.00686937,2.8283e+06,0,10000,0,0,767908,2.70589e+06,0.350986,8.42688,0.0233837,0.0233837,133405,0.0445925,0.0692481,133388,0.0717227,0.352834,2.42946,0.619283,0.619283,128360,0.582251,128296,0.581231,0,62,62
0.355541,0.124433,151305,151497,900.94,452.815,0.00686961,2.63743e+06,0,10000,0,0,767959,2.70595e+06,0.355575,8.43144,0.024474,0.024474,123099,0.0468618,0.0842298,123082,0.0826654,0.357398,2.41009,0.621441,0.621441,118994,0.557729,119012,0.557116,0,63,63
0.359847,0.1262,139648,139825,900.935,452.812,0.00686983,2.46228e+06,0,10000,0,0,768009,2.70601e+06,0.35988,8.43572,0.0253813,0.0253813,112727,0.0481688,0.0929537,112899,0.0954993,0.361673,2.39103,0.620862,0.620862,109698,0.530753,109793,0.530601,0,64,64
0.363881,0.127352,129087,129249,900.93,452.809,0.00687004,2.30183e+06,0,10000,0,0,768057,2.70607e+06,0.363913,8.43973,0.0260799,0.0260799,103045,0.0487643,0.11186,103175,0.11063,0.365668,2.37233,0.61773,0.61773,100779,0.503168,100937,0.503437,0,65,65
0.367662,0.127798,119534,119681,900.926,452.807,0.00687022,2.15511e+06,0,10000,0,0,768103,2.70612e+06,0.367693,8.44349,0.0266133,0.0266133,93882.7,0.0486588,0.125845,94234.2,0.128238,0.369406,2.35407,0.611936,0.611936,92489.4,0.476661,92727,0.477556,0,66,66
0.371196,0.127712,110904,111038,900.922,452.805,0.00687039,2.02118e+06,0,10000,0,0,768147,2.70617e+06,0.371225,8.447,0.0269553,0.0269553,86126.5,0.0481932,0.149403,86430.7,0.148789,0.37289,2.33628,0.603453,0.603453,85150,0.453734,85499.5,0.455532,0,67,67
0.374501,0.126938,103125,103247,900.919,452.803,0.00687054,1.89922e+06,0,10000,0,0,768188,2.70621e+06,0.374528,8.45029,0.0271577,0.0271577,79587.2,0.0473044,0.170503,80422.9,0.172355,0.376138,2.31904,0.591612,0.591612,79208.9,0.437999,79758.1,0.441503,0,68,68
0.377571,0.125709,96137,96247.6,900.916,452.802,0.00687068,1.78858e+06,0,10000,0,0,768228,2.70626e+06,0.377597,8.45334,0.0271884,0.0271884,76390.8,0.0468311,0.199009,77036.3,0.199603,0.379142,2.3024,0.575383,0.575383,75464.7,0.43628,76500.1,0.444245,0,69,69
0.380412,0.123619,89904.1,90002.8,900.913,452.8,0.0068708,1.68897e+06,0,10000,0,0,768265,2.7063e+06,0.380436,8.45617,0.0271076,0.0271076,75776.3,0.0456837,0.229888,80612.5,0.229079,0.381897,2.28647,0.551898,0.551898,75862.3,0.46642,78195.9,0.499114,0,70,70
0.382986,0.12125,84429.9,84516.7,900.91,452.799,0.00687091,1.60075e+06,0,10000,0,0,768299,2.70634e+06,0.383009,8.45873,0.0268708,0.0268708,94506.5,0.0506194,0.257528,132994,0.277419,0.384364,2.27144,0.514401,0.514401,85594.1,0.627336,114579,0.649628,0,71,71
0.385226,0.115906,79818,79886.5,900.908,452.798,0.006871,1.52643e+06,0,10000,0,0,768329,2.70637e+06,0.385247,8.46096,0.0265435,0.0265435,267188,0.0840123,0.364732,302037,0.320704,0.386368,2.25694,0.447738,0.447738,211266,0.877419,259111,1.16425,0,72,72
0.38636,0.0999049,77364.3,77369,900.907,452.798,0.00687105,1.48042e+06,0,10000,0,0,768345,2.70639e+06,0.386377,8.46209,0.0260303,0.0260303,579267,0.130543,0.295824,513176,0.326805,0.386455,2.25446,0.2963,0.2963,528320,2.27485,475041,2.1018,0,73,73
0.384604,0.0744963,80238.5,80134.8,900.907,452.799,0.00687101,1.50589e+06,0,10000,0,0,768323,2.70636e+06,0.384616,8.46034,0.0252783,0.0252783,626983,0.128275,0.350839,603117,0.361624,0.382901,2.2847,0.66221,0.66221,632257,2.98008,590411,2.65453,0,74,74
0.37933,0.0549524,89431.2,89223.1,900.909,452.802,0.00687085,1.6178e+06,0,10000,0,0,768255,2.70628e+06,0.379338,8.45509,0.0242755,0.0242755,579236,0.136088,0.448995,624303,0.438134,0.376131,2.34674,1.04645,1.04645,568812,2.38312,608824,2.55914,0,75,75
0.370606,0.0245063,104311,104000,900.913,452.807,0.0068706,1.80192e+06,0,10000,0,0,768144,2.70616e+06,0.370608,8.4464,0.0229925,0.0229925,711757,0.175624,0.503705,724654,0.537668,0.366294,2.42811,1.29624,1.29624,665414,2.49024,679400,2.54708,0,76,76
0.357592,0.050565,124990,125431,900.918,452.813,0.00687024,2.06497e+06,0,10000,0,0,767984,2.70598e+06,0.3576,8.43345,0.0214752,0.0214752,895867,0.344709,0.694268,912189,0.578885,0.352284,2.52178,1.43164,1.43164,817960,2.82471,827006,2.85105,0,77,77
0.339116,0.123044,154446,155041,900.923,452.824,0.00686976,2.42021e+06,0,10000,0,0,767774,2.70574e+06,0.339134,8.41508,0.019657,0.019657,1.14527e+06,0.676063,0.423298,1.14979e+06,0.580736,0.332996,2.62071,1.46269,1.46269,1.00669e+06,3.26456,1.00287e+06,3.24384,0,78,78
0.313605,0.216295,193945,194720,900.924,452.842,0.00686916,2.88445e+06,0,10000,0,0,767515,2.70543e+06,0.313639,8.38974,0.0175112,0.0175112,1.41277e+06,0.909452,0.78208,1.33712e+06,0.778916,0.306922,2.71743,1.39404,1.39404,1.18014e+06,3.62154,1.1355e+06,3.472,0,79,79
0.279377,0.269132,245242,246202,900.917,452.868,0.0068684,3.47217e+06,0,10000,0,0,767224,2.70507e+06,0.279434,8.35578,0.0149946,0.0149946,1.37765e+06,1.22443,1.12821,1.33045e+06,0.891052,0.272521,2.80431,1.22477,1.22477,1.17502e+06,3.38034,1.02412e+06,3.02976,0,80,80
0.235931,0.235931,308359,309437,900.897,452.907,0.00686754,4.178e+06,0,10000,0,0,766943,2.70468e+06,0.236018,8.3127,0.0121299,0.0121299,1.15373e+06,0.802867,0.525711,1.53887e+06,0.731693,0.229551,2.87406,0.956102,0.956102,566320,1.73681,866379,2.70878,0,81,81
0.18821,0.18821,377330,378334,900.879,452.948,0.00686664,4.93256e+06,0,10000,0,0,766712,2.70434e+06,0.188309,8.26536,0.00919567,0.00919567,2.47039e+06,0.76374,0.747144,2.35188e+06,0.68144,0.183201,2.92221,0.614652,0.614652,1.15786e+06,3.98117,1.45973e+06,4.78435,0,82,82
0.15072,0.0971007,435367,435997,900.88,452.973,0.00686592,5.55544e+06,0,10000,0,0,766565,2.70412e+06,0.150784,8.22806,0.00692664,0.00692664,3.31302e+06,1.80129,0.70576,2.68779e+06,0.585449,0.147927,2.95105,0.285606,0.285606,2.95689e+06,9.43825,2.28506e+06,7.32954,0,83,83
0.134298,0.0198535,463882,464087,900.891,452.98,0.00686559,5.85628e+06,0,10000,0,0,766500,2.70403e+06,0.134314,8.21166,0.0057924,0.0057924,1.65471e+06,1.26852,0.183134,1.75759e+06,0.316019,0.133436,2.96417,0.0560494,0.0560494,2.0686e+06,6.4605,1.85498e+06,5.84192,0,84,84
0.12986,0.00976383,471441,471498,900.896,452.982,0.0068655,5.93506e+06,0,10000,0,0,766481,2.70401e+06,0.129861,8.20721,0.00527605,0.00527605,407905,0.207057,0.19205,668525,0.165676,0.129621,2.96738,0.0289293,0.0289293,325835,1.00841,706719,2.20486,0,85,85
0.126753,0.00710943,475597,475654,900.897,452.983,0.00686543,5.97904e+06,0,10000,0,0,766471,2.704e+06,0.126755,8.20412,0.0048209,0.0048209,203576,0.0661974,0.095472,239215,0.113938,0.126519,2.96822,0.0207624,0.0207624,106602,0.342105,160376,0.505678,0,86,86
0.123973,0.00795604,479345,479394,900.898,452.984,0.00686538,6.0186e+06,0,10000,0,0,766461,2.70399e+06,0.123975,8.20135,0.00439655,0.00439655,141805,0.0605093,0.0727567,151379,0.0762954,0.123769,2.96897,0.0228012,0.0228012,102466,0.330087,101645,0.328021,0,87,87
0.121421,0.00577151,482717,482761,900.899,452.985,0.00686533,6.05417e+06,0,10000,0,0,766453,2.70397e+06,0.121423,8.1988,0.00398876,0.00398876,118329,0.0508127,0.0641965,118899,0.0646486,0.121241,2.96958,0.0157208,0.0157208,95045,0.309803,93362.1,0.304714,0,88,88
