"PI_aux","PI_bar_aux","rhoI_aux","tempI_aux","P_rel_aux","vel_rel_aux","Omega_aux","Aint_aux","ht_liq_aux","ht_gas_aux","EI_liq_aux","EI_gas_aux","beta_aux","beta_max_aux","jump_grad_alpha_aux","mu_aux_l","mu_max_aux_l","kappa_aux_l","kappa_max_aux_l","jump_grad_press_aux_l","jump_grad_alpha_aux_l","jump_grad_dens_aux_l","jump_grad_press_smooth_aux_l","jump_grad_dens_smooth_aux_l","mu_aux_g","kappa_aux_g","mu_max_aux_g","kappa_max_aux_g","jump_grad_press_aux_g","jump_grad_dens_aux_g","jump_grad_press_smooth_aux_g","jump_grad_dens_smooth_aux_g","ObjectId","GlobalElementId","PedigreeElementId"
664309,664309,6.64317,19999.8,0,0,0,0,0,0,151216,71216.6,8.3819e-15,0.0986859,0,9.16001e-07,8.72511e-06,9.00923e-09,1.09545,42171,0,0.14057,29139.8,0.0971324,0.0180532,0.00278671,0.790297,2.99869,25655,0.0262834,31199.6,0.0309036,0,74,74
657216,657216,6.57212,20000.1,0,0,0,0,0,0,151256,71255.1,8.3819e-15,0.100181,0,5.13267e-07,5.00309e-06,5.04824e-09,1.09545,34083.9,0,0.113612,32563.2,0.108535,0.0189377,0.00294466,0.809828,3.01432,28397.3,0.0291847,33199.3,0.0315391,0,75,75
650021,650021,6.49959,20001.9,0,0,0,0,0,0,151306,71298,8.3819e-15,0.101638,0,8.12899e-06,4.65344e-05,7.99337e-08,1.09554,21085.8,0,0.0702507,61489,0.204897,0.0348985,0.00497408,0.829857,3.03035,57515.4,0.0476802,62542,0.0517783,0,76,76
642991,642991,6.42878,20003.5,0,0,0,0,0,0,151353,71339.1,8.3819e-15,0.103022,0,5.98386e-05,0.000103533,5.88495e-07,1.09565,167082,0,0.556687,209697,0.699075,0.0639484,0.00956692,0.8496,3.04615,142537,0.112783,116625,0.0927263,0,77,77
636465,636465,6.36604,19995.6,0,0,0,0,0,0,151333,71351.1,8.3819e-15,0.104556,0,0.000337137,0.000136441,3.32171e-06,1.09546,577891,0,1.92788,548130,1.83196,0.072285,0.011321,0.867841,3.06075,157807,0.126536,133616,0.107141,0,78,78
630231,630231,6.31718,19952.9,0,0,0,0,0,0,151076,71264.8,8.3819e-15,0.106944,0,0.00377334,0.00129053,3.74121e-05,1.09544,1.08903e+06,0,3.65337,958688,3.22348,0.0464429,0.007582,0.884677,3.07421,69663.3,0.0578205,86812.4,0.0719913,0,79,79
623685,623685,6.28425,19849.1,0,0,0,0,0,0,150411,71014.7,8.3819e-15,0.111088,0,0.0133533,0.00415231,0.000134016,1.09546,1.25241e+06,0,4.25916,1.13578e+06,3.86528,0.0240591,0.00441614,0.901391,3.08757,41940.8,0.039334,45289.3,0.0409458,0,80,80
616519,616519,6.26568,19679.2,0,0,0,0,0,0,149312,70595.2,8.3819e-15,0.117214,0,0.0231412,0.00885516,0.000237975,1.09548,909309,0,3.18988,936549,3.2664,0.0236254,0.00451091,0.918809,3.10151,33531.4,0.032385,44996.6,0.0407273,0,81,81
608966,608966,6.25765,19463.1,0,0,0,0,0,0,147919,70066.3,8.3819e-15,0.124735,0,0.0240283,0.0148433,0.000260247,1.09548,479399,0,1.80558,583103,2.14231,0.0406573,0.00751178,0.936664,3.1158,65724,0.0546379,78511.2,0.0657952,0,82,82
601556,601556,6.25905,19222,0,0,0,0,0,0,146376,69488.4,8.3819e-15,0.132991,0,0.0205261,0.0215595,0.000243607,1.09548,287828,0,1.20057,341074,1.37417,0.0639816,0.0122962,0.953806,3.12952,154588,0.126635,124986,0.102606,0,83,83
594645,594645,6.27122,18964.3,0,0,0,0,0,0,144743,68885.5,8.3819e-15,0.141693,0,0.0189461,0.0287846,0.000249886,1.09549,221146,0,1.01023,232690,1.04429,0.0624388,0.0124274,0.969273,3.14189,132374,0.109267,123222,0.100921,0,84,84
588093,588093,6.29208,18693.2,0,0,0,0,0,0,143042,68269.2,8.3819e-15,0.150788,0,0.0179612,0.0364365,0.000265825,1.09549,158804,0,0.827428,171638,0.867673,0.0367023,0.00754097,0.983504,3.15327,44334,0.0343115,72802.4,0.0588394,0,85,85
581603,581603,6.31777,18411.7,0,0,0,0,0,0,141300,67652.9,8.3819e-15,0.16027,0,0.0163125,0.0444439,0.000278567,1.09549,116477,0,0.708466,125127,0.735347,0.0282298,0.00598152,0.997484,3.16445,39054.7,0.0313559,56416,0.0454894,0,86,86
575237,575237,6.34858,18121.9,0,0,0,0,0,0,139531,67043.3,8.3819e-15,0.170074,0,0.0144491,0.0527498,0.000292416,1.09549,85125,0,0.623103,91082.8,0.641802,0.0487518,0.0106396,1.01105,3.17531,115515,0.0957541,98290.3,0.0814548,0,87,87
569291,569291,6.38759,17825.1,0,0,0,0,0,0,137744,66443.5,8.3819e-15,0.180102,0,0.0125834,0.0613236,0.000309743,1.09549,61066.8,0,0.560711,66049.5,0.576797,0.0672736,0.0150713,1.02324,3.18506,152956,0.128823,136559,0.11499,0,88,88
563863,563863,6.43595,17522.5,0,0,0,0,0,0,135947,65857,8.3819e-15,0.190307,0,0.0106747,0.07014,0.000330198,1.09549,44022.6,0,0.521439,46917.4,0.530341,0.0671631,0.0153864,1.03372,3.19345,131800,0.112842,137201,0.116146,0,89,89
558861,558861,6.49285,17214.9,0,0,0,0,0,0,134147,65287.7,8.3819e-15,0.200687,0,0.00904961,0.0791793,0.000357937,1.09549,28956.5,0,0.48686,33228.4,0.502382,0.0632713,0.0147745,1.04276,3.20067,122854,0.102574,129609,0.110052,0,90,90
554266,554266,6.55835,16902.9,0,0,0,0,0,0,132350,64738.7,8.3819e-15,0.211233,0,0.00823531,0.0884335,0.000399792,1.09549,24938.3,0,0.495526,25524.2,0.49658,0.0658777,0.015631,1.05039,3.20678,138265,0.120137,135231,0.115797,0,91,91
550132,550132,6.63358,16586.6,0,0,0,0,0,0,130557,64211,8.3819e-15,0.221931,0,0.00849244,0.0979057,0.00046024,1.0955,19328.9,0,0.496747,22887,0.511113,0.0686595,0.0164961,1.05639,3.21158,145035,0.123596,141236,0.120927,0,92,92
546463,546463,6.71917,16266.1,0,0,0,0,0,0,128771,63706,8.3819e-15,0.232778,0,0.0119348,0.107602,0.000571637,1.09551,28398.1,0,0.561424,30988.6,0.573013,0.0656413,0.0159125,1.0607,3.21502,135217,0.115509,135381,0.116494,0,93,93
543199,543199,6.81545,15940.6,0,0,0,0,0,0,126986,63224,8.3819e-15,0.243812,0,0.0175987,0.117552,0.000667797,1.09552,53296.4,0,0.700387,51284.2,0.607448,0.0579944,0.0141386,1.06344,3.21722,118129,0.104457,119806,0.103264,0,94,94
540252,540252,6.92269,15608.6,0,0,0,0,0,0,125202,62767.5,8.3819e-15,0.255124,0,0.0296214,0.127839,0.000664143,1.09557,85500.1,0,0.403362,98504.3,0.548811,0.0477945,0.0116852,1.06481,3.2183,96561.8,0.0793205,98593.7,0.0846955,0,95,95
537576,537576,7.03843,15275.9,0,0,0,0,0,0,123450,62345.9,8.3819e-15,0.266516,0,0.0471273,0.138265,0.000981385,1.09563,208188,0,0.454105,171620,0.507584,0.0357416,0.00880763,1.06508,3.21853,69804.2,0.0640184,73047.4,0.0634806,0,96,96
535148,535148,7.1579,14953.1,0,0,0,0,0,0,121782,61969.3,8.3819e-15,0.277593,0,0.0477112,0.148436,0.00117048,1.09563,210810,0,0.437324,183771,0.434042,0.0229758,0.00561439,1.06456,3.21811,41384.5,0.0339771,46196.4,0.0393303,0,97,97
532858,532858,7.28026,14638.9,0,0,0,0,0,0,120194,61638.3,8.3819e-15,0.288459,0,0.0361912,0.15844,0.00103327,1.09563,82004.5,0,0.136054,147065,0.391555,0.0118452,0.00305912,1.0636,3.21734,18639.2,0.0139419,23382.2,0.021413,0,98,98
530567,530567,7.40724,14326.1,0,0,0,0,0,0,118652,61348,8.3819e-15,0.299405,0,0.048303,0.168536,0.00159529,1.09566,202849,0,0.683307,209403,0.711332,0.00485639,0.00202892,1.06244,3.21643,4828.49,0.0110622,8989.92,0.013979,0,99,99
528312,528312,7.53443,14024.3,0,0,0,0,0,0,117205,61107.4,8.3819e-15,0.310111,0,0.0727232,0.178419,0.0027498,1.09573,397153,0,1.4424,331811,1.18762,0.00246931,0.00175336,1.06124,3.21545,2288.28,0.00943293,4025.1,0.0119673,0,100,100
526180,526180,7.65629,13745.4,0,0,0,0,0,0,115899,60917,8.3819e-15,0.320089,0,0.0773917,0.187631,0.0033031,1.09577,365594,0,1.33683,369967,1.36993,0.00318556,0.00233374,1.06008,3.21454,5361.6,0.0181206,4669.09,0.015547,0,101,101
524150,524150,7.77301,13486.7,0,0,0,0,0,0,114712,60764.9,8.3819e-15,0.32937,0,0.0735416,0.196178,0.00349668,1.09573,331767,0,1.30582,362800,1.42851,0.00379935,0.00286524,1.05898,3.21366,6125.71,0.0224396,5961.68,0.0195207,0,102,102
522217,522217,7.88464,13246.7,0,0,0,0,0,0,113639,60652.7,8.3819e-15,0.338095,0,0.0769166,0.204221,0.00403624,1.09573,406711,0,1.72783,395969,1.67214,0.00398424,0.00219486,1.05796,3.21282,6795.64,0.0133697,6860.48,0.0150408,0,103,103
520453,520453,7.98729,13032.2,0,0,0,0,0,0,112709,60579.8,8.3819e-15,0.346022,0,0.0866775,0.211549,0.00496006,1.09582,460328,0,2.07291,456052,2.0682,0.00456594,0.0015261,1.05702,3.2121,8319.99,0.0031612,7924.79,0.00999337,0,104,104
518901,518901,8.07818,12847.1,0,0,0,0,0,0,111917,60528.5,8.3819e-15,0.352852,0,0.0923512,0.217841,0.00568543,1.09581,511725,0,2.51059,502898,2.41399,0.00506679,0.00244873,1.05618,3.2114,8613.3,0.0206821,8272.45,0.0162593,0,105,105
517610,517610,8.15505,12694.3,0,0,0,0,0,0,111272,60495.2,8.3819e-15,0.358495,0,0.0933163,0.223039,0.00609459,1.09577,520858,0,2.55982,514578,2.57515,0.00492169,0.00354943,1.05544,3.21082,7384.9,0.0282861,7800.53,0.0243038,0,106,106
516612,516612,8.21591,12576,0,0,0,0,0,0,110784,60480.5,8.3819e-15,0.362927,0,0.0897618,0.227138,0.00613763,1.09579,498280,0,2.66453,501109,2.57006,0.00452999,0.00338782,1.05479,3.21032,7705.76,0.0192639,7729.81,0.0237657,0,107,107
515907,515907,8.26115,12490,0,0,0,0,0,0,110428,60468.2,8.3819e-15,0.366094,0,0.0838276,0.230062,0.00592095,1.09574,474274,0,2.34832,470084,2.44297,0.00458964,0.00302299,1.05423,3.20984,8154.08,0.0195774,7614.74,0.0208711,0,108,108
515484,515484,8.29014,12436.1,0,0,0,0,0,0,110207,60462.4,8.3819e-15,0.368089,0,0.0702798,0.231908,0.00508144,1.09572,405448,0,2.27103,391567,2.10581,0.00437665,0.00345154,1.05376,3.2095,6072.43,0.0256941,6465.27,0.0235206,0,109,109
515310,515310,8.30588,12408.3,0,0,0,0,0,0,110097,60463.6,8.3819e-15,0.369155,0,0.0479436,0.232927,0.00349377,1.09577,248520,0,1.36743,265988,1.36516,0.00505255,0.00406196,1.05337,3.20918,4841.28,0.0326242,5297.57,0.0279273,0,110,110
515286,515286,8.3134,12396.5,0,0,0,0,0,0,110047,60460.9,8.3819e-15,0.369574,0,0.0289543,0.233341,0.00211955,1.09577,120283,0,0.245248,154582,0.723964,0.00424386,0.00347181,1.05303,3.20888,4951.28,0.0198218,4666.4,0.0240578,0,111,111
515317,515317,8.31532,12394.4,0,0,0,0,0,0,110046,60468.1,8.3819e-15,0.369732,0,0.0179624,0.233505,0.00251491,1.09586,71715,0,0.812453,87547.5,0.975291,0.0037291,0.00291151,1.05275,3.20871,3559.53,0.0128486,3710.42,0.0197869,0,112,112
515363,515363,8.31843,12390.9,0,0,0,0,0,0,110034,60470,8.3819e-15,0.369886,0,0.0147846,0.233702,0.0048365,1.09594,33809.2,0,2.075,52961.3,1.86283,0.00513875,0.0039835,1.05251,3.20848,2147.26,0.0329223,2609.85,0.0269985,0,113,113
515382,515382,8.31955,12389.7,0,0,0,0,0,0,110033,60474.3,8.3819e-15,0.369979,0,0.0142627,0.233779,0.00582762,1.09597,47440.2,0,2.70948,46269.3,2.25824,0.00559623,0.00457362,1.05229,3.2083,2088.88,0.0366303,2009.72,0.0317173,0,114,114
515397,515397,8.31881,12391.1,0,0,0,0,0,0,110048,60483.8,8.3819e-15,0.370027,0,0.011468,0.233795,0.00420182,1.09604,36339.4,0,1.42244,44792,1.65224,0.00475924,0.00371631,1.05209,3.2082,1528.66,0.0166597,1519.24,0.025285,0,115,115
515426,515426,8.32089,12388.7,0,0,0,0,0,0,110042,60487.5,8.3819e-15,0.370155,0,0.00998207,0.233949,0.00256166,1.09611,23815.8,0,0.63964,42343.1,0.994831,0.00470124,0.003756,1.05192,3.20799,625.457,0.0224522,937.161,0.0258178,0,116,116
515442,515442,8.32142,12388.3,0,0,0,0,0,0,110052,60498.6,8.3819e-15,0.370292,0,0.0131654,0.234088,0.00300866,1.09624,61640,0,1.0866,61607.3,1.18648,0.00651965,0.00516547,1.05175,3.20789,661.136,0.0435794,668.194,0.0353884,0,117,117
515469,515469,8.32151,12388.8,0,0,0,0,0,0,110064,60508.7,8.3819e-15,0.370381,0,0.0184204,0.234187,0.0049042,1.09635,90782,0,2.02837,80495.5,1.91928,0.00605102,0.00504037,1.05159,3.20781,682.123,0.0313731,605.342,0.035263,0,118,118
515491,515491,8.31863,12393.7,0,0,0,0,0,0,110113,60538.7,8.3819e-15,0.370523,0,0.0174564,0.234314,0.00545121,1.09665,55685.3,0,2.52646,69160.4,2.1149,0.00554816,0.0044041,1.05143,3.2076,348.331,0.0233516,446.484,0.0302138,0,119,119
515485,515485,8.31677,12396.3,0,0,0,0,0,0,110141,60555.7,8.3819e-15,0.370607,0,0.0125463,0.234348,0.00361144,1.09677,37684,0,1.19646,49654.5,1.3903,0.00658536,0.00519695,1.05128,3.20755,349.317,0.041614,344.199,0.0355705,0,120,120
515500,515500,8.31816,12394.6,0,0,0,0,0,0,110131,60552.8,8.3819e-15,0.370641,0,0.00976647,0.234376,0.00250234,1.09674,39744.9,0,0.608576,38161.2,0.950073,0.00663006,0.00548584,1.05114,3.20745,415.74,0.0432771,401.759,0.0383042,0,121,121
515528,515528,8.31624,12398.1,0,0,0,0,0,0,110168,60575.2,8.3819e-15,0.370749,0,0.00980447,0.234482,0.00377973,1.09697,16897.6,0,1.56817,32388.2,1.45075,0.00569808,0.00439543,1.051,3.20726,435.415,0.0248358,460.728,0.0298013,0,122,122
515554,515554,8.31633,12398.6,0,0,0,0,0,0,110180,60585.8,8.3819e-15,0.370845,0,0.0141088,0.234598,0.00490411,1.0971,41087.5,0,2.16425,47627.4,1.8681,0.00577249,0.00453954,1.05087,3.20724,498.026,0.034114,503.199,0.031045,0,123,123
515606,515606,8.3137,12403.8,0,0,0,0,0,0,110231,60615.4,8.3819e-15,0.370969,0,0.0166682,0.234761,0.00406089,1.09745,87054.9,0,1.4375,71003,1.56088,0.00703209,0.00565432,1.05074,3.20713,599.307,0.0489142,580.248,0.0390443,0,124,124
515647,515647,8.30806,12413.2,0,0,0,0,0,0,110315,60662.6,8.3819e-15,0.371123,0,0.0159145,0.234918,0.00402475,1.09793,62445.8,0,0.980379,61744,1.5172,0.00633362,0.00500384,1.05062,3.20696,636.935,0.024158,583.65,0.0343043,0,125,125
515657,515657,8.30911,12411.8,0,0,0,0,0,0,110308,60660.8,8.3819e-15,0.371153,0,0.0123644,0.234947,0.00696037,1.09791,14749.7,0,2.6356,30323.3,2.71904,0.00570256,0.00468368,1.05051,3.20698,538.315,0.0252853,563.217,0.0326383,0,126,126
515661,515661,8.30504,12418,0,0,0,0,0,0,110358,60686,8.3819e-15,0.371192,0,0.0222733,0.234932,0.0152055,1.09811,14473.1,0,4.59902,15758,6.09371,0.00744112,0.00594076,1.0504,3.20686,614.763,0.0509725,644.349,0.0409223,0,127,127
515666,515666,8.30304,12421.1,0,0,0,0,0,0,110386,60701.5,8.3819e-15,0.371242,0,0.0499654,0.234947,0.0334731,1.09824,15178.5,0,11.9713,29528.8,13.3759,0.00695246,0.0056677,1.05031,3.20673,721.655,0.0319214,715.413,0.0393902,0,128,128
515693,515693,8.34997,12352.1,0,0,0,0,0,0,109841,60433.1,8.3819e-15,0.370955,0,0.0934097,0.234979,0.0588277,1.09586,61384.7,0,23.8158,57853.2,23.4398,0.00641103,0.00517758,1.05022,3.20678,754.493,0.026387,724.569,0.0358471,0,129,129
515783,515783,8.49399,12145.2,0,0,0,0,0,0,108211,59629.8,8.3819e-15,0.370096,0,0.12919,0.235141,0.0810832,1.08878,81433.8,0,32.9307,65092.1,32.8049,0.00770547,0.00615333,1.05014,3.20666,699.824,0.0515254,704.893,0.0424096,0,130,130
515966,515966,8.77223,11765.2,0,0,0,0,0,0,105211,58150.7,8.3819e-15,0.368483,0,0.157387,0.235479,0.0972848,1.07565,39698.3,0,40.4959,55274.1,40.4575,0.00743937,0.00615658,1.05006,3.20656,671.425,0.0390536,642.897,0.0430664,0,131,131
516201,516201,9.2201,11200.5,0,0,0,0,0,0,100743,55941.1,8.3819e-15,0.365943,0,0.173663,0.235859,0.104538,1.0556,58938,0,47.1221,70328.2,45.3194,0.00720704,0.00577996,1.05,3.20664,605.977,0.0304844,585.645,0.0399144,0,132,132
516437,516437,9.87084,10469,0,0,0,0,0,0,94936.1,53060,8.3819e-15,0.362416,0,0.166155,0.236107,0.106117,1.02861,108992,0,45.8477,92212.5,49.4651,0.0083199,0.00667715,1.04994,3.20652,497.106,0.0555181,551.786,0.0461306,0,133,133
516628,516628,10.723,9642.07,0,0,0,0,0,0,88346.5,49778.2,8.3819e-15,0.358115,0,0.168076,0.23613,0.101433,0.996677,77040.2,0,58.0429,86917.5,50.4363,0.00836119,0.00689945,1.04989,3.20645,519.09,0.0436539,551.228,0.0482193,0,134,134
516808,516808,11.8267,8747.93,0,0,0,0,0,0,81194.8,46203.1,8.3819e-15,0.353102,0,0.135817,0.236013,0.079057,0.960411,63030.5,0,40.617,68885.8,42.6648,0.0083936,0.00677913,1.04985,3.20658,574.397,0.0366582,595.024,0.0469616,0,135,135
517024,517024,13.1072,7895.58,0,0,0,0,0,0,74360.1,42777.8,8.3819e-15,0.348057,0,0.0998837,0.23599,0.0696901,0.924204,49804.6,0,36.0126,52333.6,42.8515,0.00930581,0.00751416,1.04982,3.20648,551.995,0.0638819,562.033,0.0520545,0,136,136
517226,517226,14.2658,7254.37,0,0,0,0,0,0,69206.6,40189.1,8.3819e-15,0.344078,0,0.114806,0.236069,0.0823534,0.895779,26409.3,0,63.2609,55834,55.1779,0.00915453,0.00732772,1.04978,3.20639,512.888,0.0395277,429.934,0.0505834,0,137,137
517365,517365,15.1567,6828.32,0,0,0,0,0,0,65772.8,38459.5,8.3819e-15,0.341296,0,0.109308,0.236117,0.0816855,0.876178,102147,0,59.2728,116867,58.4243,0.00861401,0.00711525,1.04975,3.20656,290.95,0.0375785,334.608,0.0497503,0,138,138
517408,517408,15.8065,6547.41,0,0,0,0,0,0,63499.2,37309.6,8.3819e-15,0.339336,0,0.0956026,0.235985,0.0692706,0.86275,233999,0,52.098,192956,51.1295,0.00930453,0.00756254,1.04973,3.20652,227.31,0.066449,271.058,0.0525347,0,139,139
517449,517449,16.2265,6378.02,0,0,0,0,0,0,62128.1,36616,8.3819e-15,0.338147,0,0.075781,0.235938,0.0550584,0.854548,165194,0,41.9422,216509,41.6494,0.00813753,0.00618939,1.04971,3.20639,306.167,0.0407629,182.658,0.0417877,0,140,140
517561,517561,16.4447,6294.59,0,0,0,0,0,0,61462.4,36284.1,8.3819e-15,0.337674,0,0.0520003,0.236206,0.0383393,0.850759,222481,0,31.5501,273165,29.4579,0.00700523,0.00564978,1.04969,3.20655,154.154,0.0388177,177.887,0.0391225,0,141,141
517561,517561,16.5492,6254.83,0,0,0,0,0,0,61139,36119.7,8.3819e-15,0.337375,0,0.0400986,0.236163,0.0198607,0.848772,451828,0,14.4122,373934,15.4399,0.00881326,0.00721928,1.04968,3.20662,352.615,0.0637916,279.347,0.050309,0,142,142
517544,517544,16.5907,6238.95,0,0,0,0,0,0,61006.1,36050.3,8.3819e-15,0.337211,0,0.034273,0.236063,0.00778795,0.847894,322694,0,3.28164,372833,6.20264,0.0102484,0.00792708,1.04966,3.20665,520.405,0.0488797,356.401,0.0539149,0,143,143
517615,517615,16.5973,6237.35,0,0,0,0,0,0,60999.3,36049.9,8.3819e-15,0.337274,0,0.0322739,0.236272,0.00554601,0.848024,274593,0,4.44493,365766,4.51419,0.0110248,0.00898053,1.04965,3.20704,673.191,0.0739726,482.359,0.0624199,0,144,144
517547,517547,16.6169,6229.17,0,0,0,0,0,0,60925.2,36008.5,8.3819e-15,0.337122,0,0.0525608,0.236057,0.00833969,0.847409,576679,0,6.35039,600982,6.84827,0.0130869,0.0105218,1.04964,3.20721,742.222,0.067444,637.203,0.072728,0,145,145
517555,517555,16.6219,6227.39,0,0,0,0,0,0,60909,35999.5,8.3819e-15,0.337089,0,0.116259,0.236029,0.0174638,0.847293,936608,0,9.8476,1.33766e+06,14.4276,0.0129116,0.0107027,1.04963,3.20697,613.2,0.0617887,599.506,0.0749227,0,146,146
517543,517543,16.6274,6225.2,0,0,0,0,0,0,60894.8,35994,8.3819e-15,0.337115,0,0.234042,0.236059,0.0356383,0.847215,2.48563e+06,0,27.1595,2.69742e+06,29.4846,0.0117919,0.00977302,1.04963,3.20708,520.072,0.0819435,500.138,0.068404,0,147,147
516328,516328,16.8054,6145.02,0,0,0,0,0,0,60163.8,35583.7,8.3819e-15,0.335572,0,0.416499,0.233006,0.0638039,0.84021,4.23195e+06,0,46.5775,4.6996e+06,53.0518,0.0101843,0.00797911,1.04962,3.20745,470.152,0.0418372,487.659,0.0545412,0,148,148
512801,512801,17.3277,5919.93,0,0,0,0,0,0,58113.5,34433.8,8.3819e-15,0.331225,0,0.671455,0.224156,0.103391,0.820123,7.06459e+06,0,82.2006,7.0638e+06,86.7471,0.011556,0.00959793,1.04962,3.20753,268.244,0.0688599,422.676,0.0672117,0,149,149
504723,504723,18.5837,5437.43,0,0,0,0,0,0,53785.3,32035.6,8.3819e-15,0.322531,0,0.775906,0.204817,0.124844,0.775906,9.27298e+06,0,125.201,7.8803e+06,104.868,0.0238213,0.0215207,1.04961,3.20781,208.768,0.0941575,346.725,0.155505,0,150,150
487363,487363,21.5711,4538.43,0,0,0,0,0,0,45833.9,27680.2,8.3819e-15,0.307147,0,0.686088,0.164611,0.138192,0.686088,5.9031e+06,0,87.4534,7.44518e+06,90.9471,0.0581306,0.053132,1.04961,3.20834,223.124,0.28639,394.92,0.385322,0,151,151
457486,457486,27.6589,3338.94,0,0,0,0,0,0,35617.1,22261.4,8.3819e-15,0.29084,0,0.546674,0.0997434,0.197583,0.546674,8.02334e+06,0,65.7336,8.97675e+06,105.428,0.120265,0.105248,1.04961,3.20723,345.006,0.706435,470.068,0.752174,0,152,152
421467,421467,36.1185,2346.62,0,0,0,0,0,0,28173.6,18787.2,8.3819e-15,0.290834,0,0.408018,0.0331381,0.133978,0.408018,1.24904e+07,0,183.776,9.69531e+06,149.559,0.1856,0.161372,1.04962,3.20164,566.354,1.11123,445.423,1.15614,0,153,153
402270,402270,40.5065,1986.21,0,0,0,0,0,0,25999.8,18055,8.3819e-15,0.298037,0,0.162861,0.00202874,0.0159457,0.347242,5.95028e+06,0,155.039,5.79504e+06,123.695,0.24699,0.214642,1.04962,3.18894,433.901,1.49715,352.547,1.55475,0,154,154
401365,401365,40.2034,1996.67,0,0,0,0,0,0,26152.5,18165.8,8.3819e-15,0.299029,0,0.0250144,0.000948295,0.0024651,0.34707,263511,0,28.0565,1.4964e+06,48.1415,0.302936,0.26359,1.04962,3.167,273.225,1.90351,241.925,1.94761,0,155,155
400478,400478,40.0266,2001.06,0,0,0,0,0,0,26442,18437.7,8.3819e-15,0.302441,0,0.00657478,0.000261613,0.000655805,0.346763,235203,0,12.9966,182597,11.5129,0.349193,0.30012,1.04962,3.13423,178.676,2.28998,189.67,2.27148,0,156,156
398472,398472,39.8506,1999.83,0,0,0,0,0,0,26788.8,18789.5,8.3819e-15,0.307113,0,0.00167742,5.26499e-05,0.000165732,0.346448,67817,0,3.64714,97266,4.98297,0.363828,0.318242,1.04963,3.08975,218.735,2.49409,226.116,2.5262,0,157,157
396083,396083,39.6083,2000,0,0,0,0,0,0,27255.7,19255.7,8.3819e-15,0.313117,0,0.000446428,6.1921e-06,4.39282e-05,0.346416,15515.5,0,0.887731,30530.4,1.48412,0.41254,0.365224,1.04964,3.03451,308.167,2.64405,254.327,3.06752,0,158,158
393187,393187,39.3185,2000.01,0,0,0,0,0,0,27825.7,19825.7,8.3819e-15,0.320312,0,0.000119477,2.18715e-06,1.17531e-05,0.346413,3805.94,0,0.226148,8438.45,0.406115,0.467403,0.419815,1.04965,2.97102,396.458,3.95836,342.72,3.77101,0,159,159
389659,389659,38.966,1999.99,0,0,0,0,0,0,28538.1,20538.1,8.3819e-15,0.329086,0,3.20079e-05,1.58545e-06,3.14848e-06,0.346411,1857.36,0,0.0885134,3048.33,0.135058,0.481957,0.391644,1.04966,2.89739,501.091,4.31528,492.231,3.55417,0,160,160
385430,385430,38.5429,2000,0,0,0,0,0,0,29418.1,21418,8.3819e-15,0.339608,0,8.58387e-06,1.38321e-06,8.44356e-07,0.346412,1952.06,0,0.0721963,2269.82,0.0846225,0.328249,0.297469,1.04967,2.81408,320.472,2.38067,525.347,3.13568,0,161,161
380984,380984,38.0985,1999.99,0,0,0,0,0,0,30371.9,22371.9,8.3819e-15,0.350664,0,2.30924e-06,1.65634e-06,2.2715e-07,0.346411,2524.86,0,0.0860718,2640.29,0.0904109,0.482831,0.426852,1.04969,2.73186,107.773,3.22213,519.765,4.8118,0,162,162
376464,376464,37.6463,2000,0,0,0,0,0,0,31373.5,23373.5,8.3819e-15,0.361907,0,6.36908e-07,2.09705e-06,6.26535e-08,0.346413,3194.82,0,0.107006,3246.61,0.108864,0.599789,0.540765,1.0497,2.65342,845.228,8.31452,908.902,6.72587,0,163,163
371111,371111,37.1112,2000,0,0,0,0,0,0,32600.5,24600.5,8.3819e-15,0.375215,0,1.90639e-07,2.51374e-06,1.8753e-08,0.346412,3788.37,0,0.126416,3801.31,0.126883,0.476565,0.416139,1.04971,2.56674,2789,5.94398,2305.82,5.45288,0,164,164
365223,365223,36.5223,2000,0,0,0,0,0,0,34001.2,26001.2,8.3819e-15,0.389862,0,7.8149e-08,2.8148e-06,7.6873e-09,0.346413,4206.77,0,0.140262,4188.51,0.139663,0.287874,0.266518,1.04972,2.47804,4394.54,0.993142,4267.42,4.13637,0,165,165
359708,359708,35.9708,2000,0,0,0,0,0,0,35362.1,27362.1,8.3819e-15,0.403587,0,4.64025e-08,2.96639e-06,4.56407e-09,0.346413,4408.36,0,0.146955,4366.22,0.145553,0.309197,0.30173,1.04974,2.40077,3373.38,5.61765,4812.77,5.54834,0,166,166
354193,354193,35.4193,2000,0,0,0,0,0,0,36769.1,28769.1,8.3819e-15,0.417296,0,3.85752e-08,2.96886e-06,3.79406e-09,0.346413,4395.04,0,0.146504,4337.03,0.144571,0.354245,0.335375,1.04975,2.32868,3164.27,5.27699,4692.24,6.33453,0,167,167
348641,348641,34.8641,2000,0,0,0,0,0,0,38235.4,30235.4,8.3819e-15,0.431124,0,3.4188e-08,2.84297e-06,3.36251e-09,0.346413,4197.32,0,0.139912,4131.06,0.137703,0.273789,0.268459,1.04978,2.26066,10574.7,4.09923,9688.74,6.0092,0,168,168
