"rhoA","rhouA","rhoEA","area_aux","velocity_aux","density_aux","total_energy_aux","internal_energy_aux","pressure_aux","temperature_aux","mach_number_aux","norm_vel_aux","mu_max_aux","kappa_max_aux","mu_aux","kappa_aux","residual_aux","jump_grad_press_aux","jump_grad_dens_aux","jump_grad_press_smooth_aux","jump_grad_dens_smooth_aux","ObjectId","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.480185,0.104163,0.0407436,1,0.216924,0.480185,0.0407436,0.0294459,0.0196306,0.0408814,0.831035,0.216924,0.000487132,0.00107476,1.28782e-06,1.28782e-06,5.72935e-06,0.000188682,0.00283215,0.000546555,0.00789762,0,1,1.836,1.836,0,0
0.478627,0.104231,0.0406361,1,0.217771,0.478627,0.0406361,0.0292869,0.0195246,0.040793,0.835186,0.217771,0.000489031,0.00107603,9.13467e-07,9.13467e-07,5.54815e-06,0.00017947,0.00413455,0.000386584,0.00826357,0,1,1.8405,1.8405,0,0
0.477059,0.104297,0.0405283,1,0.218626,0.477059,0.0405283,0.0291272,0.0194182,0.0407039,0.839381,0.218626,0.000490947,0.0010773,1.26878e-06,1.26878e-06,5.34996e-06,0.000197596,0.00284098,0.000539495,0.00765077,0,1,1.845,1.845,0,0
0.475496,0.104362,0.040421,1,0.21948,0.475496,0.040421,0.0289683,0.0193122,0.0406149,0.843584,0.21948,0.000492869,0.00107859,1.93066e-06,1.93066e-06,5.71399e-06,0.000345441,0.00356168,0.000823692,0.00912612,0,1,1.8495,1.8495,0,0
0.473945,0.104424,0.0403149,1,0.22033,0.473945,0.0403149,0.028811,0.0192074,0.0405265,0.847772,0.22033,0.000494786,0.00107986,2.28141e-06,2.28141e-06,5.57952e-06,0.000481014,0.00560995,0.000975022,0.0113913,0,1,1.854,1.854,0,0
0.472407,0.104484,0.04021,1,0.221174,0.472407,0.04021,0.0286554,0.0191036,0.0404388,0.851944,0.221174,0.000496692,0.00108113,2.37946e-06,2.37946e-06,5.72097e-06,0.000494082,0.00578566,0.00101763,0.0120927,0,1,1.8585,1.8585,0,0
0.470882,0.104542,0.0401062,1,0.222013,0.470882,0.0401062,0.0285014,0.0190009,0.0403518,0.856096,0.222013,0.000498585,0.0010824,2.44617e-06,2.44617e-06,5.49468e-06,0.000523078,0.00629935,0.00104712,0.0126171,0,1,1.863,1.863,0,0
0.469372,0.104597,0.0400038,1,0.222845,0.469372,0.0400038,0.0283493,0.0188995,0.0402655,0.860226,0.222845,0.000500465,0.00108365,2.08755e-06,2.08755e-06,5.10775e-06,0.000367039,0.00408634,0.000893736,0.0104401,0,1,1.8675,1.8675,0,0
0.467865,0.104651,0.0399018,1,0.223678,0.467865,0.0399018,0.0281978,0.0187985,0.0401793,0.864365,0.223678,0.000502338,0.0010849,1.38573e-06,1.38573e-06,5.47389e-06,0.00022034,0.00331509,0.000591724,0.0080552,0,1,1.872,1.872,0,0
0.466347,0.104703,0.0397993,1,0.224518,0.466347,0.0397993,0.0280454,0.018697,0.0400924,0.868553,0.224518,0.00050422,0.00108615,9.41745e-07,9.41745e-07,5.56201e-06,0.000162885,0.00391379,0.000400712,0.00784727,0,1,1.8765,1.8765,0,0
0.464823,0.104754,0.0396968,1,0.225364,0.464823,0.0396968,0.0278928,0.0185952,0.040005,0.872777,0.225364,0.000506118,0.00108742,1.246e-06,1.246e-06,5.51868e-06,0.000178967,0.00267866,0.0005321,0.00778294,0,1,1.881,1.881,0,0
0.463305,0.104803,0.0395949,1,0.226208,0.463305,0.0395949,0.0277412,0.0184941,0.0399179,0.877002,0.226208,0.000508019,0.00108869,1.64818e-06,1.64818e-06,5.41956e-06,0.000354036,0.00387697,0.000705875,0.00771862,0,1,1.8855,1.8855,0,0
0.461798,0.10485,0.039494,1,0.227048,0.461798,0.039494,0.027591,0.018394,0.0398313,0.881213,0.227048,0.000509913,0.00108995,1.52834e-06,1.52834e-06,5.47754e-06,0.000299699,0.00304617,0.000654471,0.00693116,0,1,1.89,1.89,0,0
0.460293,0.104895,0.0393936,1,0.227888,0.460293,0.0393936,0.0274414,0.0182942,0.0397447,0.885437,0.227888,0.000511803,0.00109121,1.05173e-06,1.05173e-06,5.52944e-06,0.000147043,0.00217964,0.000449037,0.00559713,0,1,1.8945,1.8945,0,0
0.458781,0.104939,0.0392929,1,0.228735,0.458781,0.0392929,0.0272913,0.0181942,0.0396577,0.889701,0.228735,0.000513701,0.00109247,5.92355e-07,5.92355e-07,5.67587e-06,6.77031e-05,0.00252245,0.000250783,0.00505055,0,1,1.899,1.899,0,0
0.457265,0.104981,0.0391922,1,0.229585,0.457265,0.0391922,0.0271412,0.0180941,0.0395703,0.893993,0.229585,0.000515609,0.00109375,7.33084e-07,7.33084e-07,5.66142e-06,0.000103087,0.00163702,0.000311703,0.00427991,0,1,1.9035,1.9035,0,0
0.455753,0.105021,0.0390921,1,0.230435,0.455753,0.0390921,0.0269918,0.0179945,0.039483,0.898295,0.230435,0.000517522,0.00109502,9.75425e-07,9.75425e-07,5.3338e-06,0.000208569,0.00175769,0.000416847,0.00350927,0,1,1.908,1.908,0,0
0.454245,0.10506,0.0389925,1,0.231285,0.454245,0.0389925,0.0268431,0.0178954,0.0393959,0.902604,0.231285,0.000519435,0.0010963,8.00663e-07,8.00663e-07,5.64153e-06,0.000131555,0.00143238,0.000341213,0.00318914,0,1,1.9125,1.9125,0,0
0.452735,0.105097,0.038893,1,0.232137,0.452735,0.038893,0.0266945,0.0177964,0.0393085,0.906937,0.232137,0.00052135,0.00109757,6.60359e-07,6.60359e-07,5.80419e-06,6.77993e-05,0.000492277,0.000280543,0.00230962,0,1,1.917,1.917,0,0
0.451225,0.105132,0.0387937,1,0.232992,0.451225,0.0387937,0.0265463,0.0176975,0.0392211,0.911291,0.232992,0.000523271,0.00109885,8.18913e-07,8.18913e-07,5.54343e-06,0.000148402,0.00087162,0.000349469,0.00244409,0,1,1.9215,1.9215,0,0
0.449718,0.105165,0.038695,1,0.233847,0.449718,0.038695,0.0263988,0.0175992,0.0391338,0.915653,0.233847,0.000525194,0.00110014,9.43761e-07,9.43761e-07,5.77096e-06,0.000201619,0.00157019,0.00040343,0.00313796,0,1,1.926,1.926,0,0
0.448215,0.105197,0.0385968,1,0.234701,0.448215,0.0385968,0.0262519,0.0175013,0.0390466,0.920024,0.234701,0.000527116,0.00110142,1.0516e-06,1.0516e-06,5.82448e-06,0.000197007,0.00149712,0.000450204,0.00392652,0,1,1.9305,1.9305,0,0
0.446716,0.105226,0.038499,1,0.235555,0.446716,0.038499,0.0261057,0.0174038,0.0389594,0.924405,0.235555,0.000529039,0.0011027,1.25046e-06,1.25046e-06,5.61145e-06,0.000248749,0.0023611,0.000536638,0.00533186,0,1,1.935,1.935,0,0
0.445223,0.105254,0.0384019,1,0.236408,0.445223,0.0384019,0.0259605,0.017307,0.0388726,0.928785,0.236408,0.000530958,0.00110398,1.43431e-06,1.43431e-06,5.60325e-06,0.000288319,0.00297834,0.000616432,0.0065756,0,1,1.9395,1.9395,0,0
0.443737,0.10528,0.0383055,1,0.237258,0.443737,0.0383055,0.0258162,0.0172108,0.0387861,0.933166,0.237258,0.000532874,0.00110526,1.52662e-06,1.52662e-06,5.63823e-06,0.000328411,0.00360475,0.000656566,0.00720257,0,1,1.944,1.944,0,0
0.442261,0.105304,0.03821,1,0.238105,0.442261,0.03821,0.0256733,0.0171155,0.0387,0.937537,0.238105,0.000534783,0.00110653,1.44679e-06,1.44679e-06,5.62613e-06,0.000292908,0.00306435,0.000622161,0.00667954,0,1,1.9485,1.9485,0,0
0.440788,0.105327,0.038115,1,0.238951,0.440788,0.038115,0.025531,0.0170206,0.0386141,0.941916,0.238951,0.000536688,0.0011078,9.79697e-07,9.79697e-07,5.6314e-06,0.000124602,0.00122889,0.000419877,0.00431757,0,1,1.953,1.953,0,0
0.439314,0.105348,0.0380201,1,0.239801,0.439314,0.0380201,0.0253888,0.0169259,0.038528,0.946319,0.239801,0.000538596,0.00110907,7.79092e-07,7.79092e-07,5.74154e-06,7.61668e-05,0.000460247,0.000332929,0.00304937,0,1,1.9575,1.9575,0,0
0.43784,0.105367,0.0379254,1,0.240652,0.43784,0.0379254,0.0252471,0.0168314,0.0384418,0.950741,0.240652,0.000540509,0.00111035,1.10799e-06,1.10799e-06,5.47264e-06,0.000207499,0.00181899,0.000475834,0.00454715,0,1,1.962,1.962,0,0
0.436374,0.105384,0.0378315,1,0.2415,0.436374,0.0378315,0.0251063,0.0167376,0.038356,0.955161,0.2415,0.000542421,0.00111162,1.36823e-06,1.36823e-06,5.62058e-06,0.000268737,0.00273672,0.000588663,0.00628722,0,1,1.9665,1.9665,0,0
0.434913,0.1054,0.0377381,1,0.242348,0.434913,0.0377381,0.0249664,0.0166442,0.0382703,0.959585,0.242348,0.000544329,0.00111289,1.79996e-06,1.79996e-06,5.64759e-06,0.000320076,0.00355446,0.000775996,0.00932566,0,1,1.971,1.971,0,0
0.433463,0.105414,0.0376456,1,0.243191,0.433463,0.0376456,0.0248278,0.0165519,0.0381852,0.963995,0.243191,0.000546231,0.00111416,2.32474e-06,2.32474e-06,5.34901e-06,0.000456398,0.00577973,0.001004,0.012939,0,1,1.9755,1.9755,0,0
0.432027,0.105426,0.0375543,1,0.244027,0.432027,0.0375543,0.0246909,0.0164606,0.0381009,0.96838,0.244027,0.00054812,0.00111542,2.72926e-06,2.72926e-06,5.61072e-06,0.000547624,0.00716387,0.00117942,0.0157231,0,1,1.98,1.98,0,0
0.430609,0.105437,0.0374644,1,0.244855,0.430609,0.0374644,0.024556,0.0163707,0.0380175,0.97273,0.244855,0.000549992,0.00111667,3.03921e-06,3.03921e-06,5.42483e-06,0.000631212,0.00855277,0.0013142,0.0179799,0,1,1.9845,1.9845,0,0
0.429212,0.105445,0.0373759,1,0.245672,0.429212,0.0373759,0.0244234,0.0162823,0.0379353,0.977035,0.245672,0.000551843,0.0011179,3.16549e-06,3.16549e-06,5.29289e-06,0.000681924,0.00941037,0.00136924,0.0189967,0,1,1.989,1.989,0,0
0.427837,0.105453,0.037289,1,0.246479,0.427837,0.037289,0.0242931,0.0161954,0.0378542,0.981291,0.246479,0.00055367,0.00111912,3.33305e-06,3.33305e-06,5.03178e-06,0.000685903,0.0095641,0.00144228,0.0202938,0,1,1.9935,1.9935,0,0
0.426483,0.105458,0.0372037,1,0.247274,0.426483,0.0372037,0.0241651,0.0161101,0.0377743,0.9855,0.247274,0.000555472,0.00112032,3.53042e-06,3.53042e-06,4.94324e-06,0.00075457,0.010703,0.0015281,0.0229368,0,1,1.998,1.998,0,0
0.425155,0.105462,0.0371202,1,0.248056,0.425155,0.0371202,0.02404,0.0160266,0.037696,0.989642,0.248056,0.000557247,0.00112151,4.18252e-06,4.18252e-06,4.87432e-06,0.000771317,0.012203,0.00181125,0.0300204,0,1,2.0025,2.0025,0,0
0.4238,0.105465,0.0370352,1,0.248856,0.4238,0.0370352,0.0239124,0.0159416,0.0376158,0.99389,0.248856,0.000559026,0.00112269,5.17671e-06,5.17671e-06,4.79714e-06,0.00103702,0.0177735,0.00224287,0.03842,0,1,2.007,2.007,0,0
0.422393,0.105466,0.036947,1,0.249688,0.422393,0.036947,0.0237802,0.0158535,0.0375325,0.99832,0.249688,0.000560862,0.00112392,5.55891e-06,5.55891e-06,5.43944e-06,0.00120457,0.0206239,0.00240829,0.0412382,0,1,2.0115,2.0115,0,0
0.420944,0.105466,0.0368566,1,0.250547,0.420944,0.0368566,0.0236445,0.015763,0.0374467,1.0029,0.250547,0.000562764,0.00112519,4.93285e-06,4.93285e-06,5.75255e-06,0.000926963,0.0163,0.00213015,0.0369025,0,1,2.016,2.016,0,0
0.419464,0.105464,0.0367643,1,0.251426,0.419464,0.0367643,0.023506,0.0156707,0.0373589,1.0076,0.251426,0.000564719,0.00112649,5.12841e-06,5.12841e-06,5.79142e-06,0.000902335,0.014445,0.00219798,0.0351878,0,1,2.0205,2.0205,0,0
0.418016,0.105461,0.0366742,1,0.252289,0.418016,0.0366742,0.023371,0.0155806,0.0372729,1.01222,0.252289,0.000566679,0.0011278,5.98982e-06,5.98982e-06,6.09432e-06,0.00127297,0.0189231,0.00254395,0.0378089,0,1,2.025,2.025,0,0
0.41662,0.105455,0.0365876,1,0.253121,0.41662,0.0365876,0.0232411,0.0154941,0.0371899,1.0167,0.253121,0.000568586,0.00112907,5.20007e-06,5.20007e-06,5.45212e-06,0.000914338,0.0133177,0.00218854,0.0322606,0,1,2.0295,2.0295,0,0
0.415232,0.105449,0.0365017,1,0.253952,0.415232,0.0365017,0.0231122,0.0154081,0.0371073,1.02117,0.253952,0.000570457,0.00113032,2.90227e-06,2.90227e-06,5.2086e-06,0.000292116,0.00485937,0.00120898,0.0182253,0,1,2.034,2.034,0,0
0.41383,0.105441,0.036415,1,0.254793,0.41383,0.036415,0.0229823,0.0153215,0.0370237,1.0257,0.254793,0.000572337,0.00113157,1.1757e-06,1.1757e-06,5.88085e-06,0.000190011,0.00456519,0.000482448,0.00943474,0,1,2.0385,2.0385,0,0
0.412421,0.105431,0.0363282,1,0.255639,0.412421,0.0363282,0.0228521,0.0152347,0.0369397,1.03028,0.255639,0.000574235,0.00113283,1.51897e-06,1.51897e-06,5.38069e-06,8.97127e-05,0.00282242,0.000619443,0.0129422,0,1,2.043,2.043,0,0
0.411006,0.105419,0.0362411,1,0.256491,0.411006,0.0362411,0.0227215,0.0151477,0.0368551,1.0349,0.256491,0.000576146,0.00113411,2.59819e-06,2.59819e-06,5.37974e-06,0.000428489,0.00835765,0.00105298,0.0185423,0,1,2.0475,2.0475,0,0
0.40956,0.105406,0.0361523,1,0.257364,0.40956,0.0361523,0.0225884,0.015059,0.0367686,1.03964,0.257364,0.000578087,0.0011354,3.10508e-06,3.10508e-06,6.12992e-06,0.00062307,0.010154,0.00124713,0.0203313,0,1,2.052,2.052,0,0
0.408128,0.105391,0.0360646,1,0.25823,0.408128,0.0360646,0.022457,0.0149713,0.0366829,1.04436,0.25823,0.000580044,0.00113671,3.69931e-06,3.69931e-06,6.07598e-06,0.00053869,0.0072633,0.00147306,0.0227049,0,1,2.0565,2.0565,0,0
0.406715,0.105375,0.0359782,1,0.259088,0.406715,0.0359782,0.0223276,0.014885,0.0365982,1.04904,0.259088,0.000581983,0.001138,4.78621e-06,4.78621e-06,5.47791e-06,0.000849546,0.0125387,0.00189032,0.0282483,0,1,2.061,2.061,0,0
0.40534,0.105357,0.0358943,1,0.259924,0.40534,0.0358943,0.0222019,0.0148013,0.0365157,1.05361,0.259924,0.000583888,0.00113927,5.31687e-06,5.31687e-06,5.37501e-06,0.001041,0.0157164,0.00208165,0.0314182,0,1,2.0655,2.0655,0,0
0.403997,0.105339,0.0358126,1,0.260742,0.403997,0.0358126,0.0220795,0.0147196,0.036435,1.0581,0.260742,0.000585748,0.00114051,4.94876e-06,4.94876e-06,5.50045e-06,0.000879643,0.0143668,0.00192021,0.0300655,0,1,2.07,2.07,0,0
0.402622,0.105318,0.035729,1,0.261581,0.402622,0.035729,0.0219544,0.0146362,0.0363523,1.06271,0.261581,0.000587613,0.00114175,4.23766e-06,4.23766e-06,5.25689e-06,0.000512146,0.00975489,0.00162947,0.026674,0,1,2.0745,2.0745,0,0
0.401235,0.105296,0.0356449,1,0.26243,0.401235,0.0356449,0.0218285,0.0145523,0.0362688,1.06739,0.26243,0.000589513,0.00114302,4.23558e-06,4.23558e-06,5.65737e-06,0.000751798,0.0123442,0.00161384,0.0252299,0,1,2.079,2.079,0,0
0.399892,0.105273,0.0355636,1,0.263254,0.399892,0.0355636,0.0217069,0.0144713,0.0361879,1.07193,0.263254,0.000591394,0.00114427,4.57291e-06,4.57291e-06,5.42581e-06,0.000864152,0.0129216,0.00172751,0.0258246,0,1,2.0835,2.0835,0,0
0.398564,0.105249,0.0354834,1,0.26407,0.398564,0.0354834,0.0215868,0.0143912,0.0361077,1.07645,0.26407,0.000593239,0.0011455,3.66252e-06,3.66252e-06,5.56487e-06,0.000378626,0.00642468,0.00137068,0.0226959,0,1,2.088,2.088,0,0
0.39722,0.105223,0.0354024,1,0.264898,0.39722,0.0354024,0.0214658,0.0143105,0.0360266,1.08104,0.264898,0.000595089,0.00114674,3.04642e-06,3.04642e-06,5.36225e-06,0.000505284,0.00976051,0.00112967,0.0200041,0,1,2.0925,2.0925,0,0
0.395848,0.105195,0.0353198,1,0.265745,0.395848,0.0353198,0.0213423,0.0142282,0.0359436,1.08575,0.265745,0.000596973,0.00114799,3.38724e-06,3.38724e-06,5.26007e-06,0.00061925,0.010168,0.00124547,0.0204409,0,1,2.097,2.097,0,0
0.394492,0.105165,0.0352384,1,0.266584,0.394492,0.0352384,0.0212206,0.0141471,0.0358615,1.09043,0.266584,0.000598871,0.00114926,2.91815e-06,2.91815e-06,5.62759e-06,0.000438402,0.00590876,0.00106262,0.0164263,0,1,2.1015,2.1015,0,0
0.393146,0.105135,0.0351577,1,0.267419,0.393146,0.0351577,0.0211001,0.0140668,0.03578,1.09509,0.267419,0.000600754,0.00115052,3.02972e-06,3.02972e-06,5.06412e-06,0.000376481,0.00621408,0.0010941,0.0170878,0,1,2.106,2.106,0,0
0.391782,0.105102,0.0350761,1,0.268267,0.391782,0.0350761,0.0209783,0.0139855,0.0356972,1.09983,0.268267,0.000602648,0.00115178,3.65377e-06,3.65377e-06,5.20327e-06,0.000651573,0.0108417,0.00130842,0.021764,0,1,2.1105,2.1105,0,0
0.390449,0.105069,0.0349964,1,0.269098,0.390449,0.0349964,0.0208594,0.0139063,0.0356161,1.10449,0.269098,0.000604537,0.00115304,3.68721e-06,3.68721e-06,5.55112e-06,0.000644545,0.00943674,0.0013085,0.0219148,0,1,2.115,2.115,0,0
0.389128,0.105035,0.0349176,1,0.269924,0.389128,0.0349176,0.0207419,0.0138279,0.0355357,1.10913,0.269924,0.0006064,0.00115428,4.15781e-06,4.15781e-06,5.54415e-06,0.00065471,0.0110402,0.00146316,0.026158,0,1,2.1195,2.1195,0,0
0.387769,0.104998,0.0348367,1,0.270775,0.387769,0.0348367,0.0206213,0.0137476,0.035453,1.11393,0.270775,0.000608286,0.00115554,4.63724e-06,4.63724e-06,5.81825e-06,0.000808659,0.0151211,0.00161774,0.0302504,0,1,2.124,2.124,0,0
0.386379,0.104959,0.0347542,1,0.271647,0.386379,0.0347542,0.0204984,0.0136656,0.0353683,1.11885,0.271647,0.000610224,0.00115683,4.63091e-06,4.63091e-06,6.05409e-06,0.000791403,0.0134267,0.00160072,0.0285584,0,1,2.1285,2.1285,0,0
0.38502,0.104919,0.0346736,1,0.272501,0.38502,0.0346736,0.0203784,0.0135856,0.0352853,1.12369,0.272501,0.000612167,0.00115812,3.75836e-06,3.75836e-06,5.99206e-06,0.000491898,0.00838513,0.00128653,0.0218635,0,1,2.133,2.133,0,0
0.383654,0.104877,0.0345927,1,0.273363,0.383654,0.0345927,0.020258,0.0135053,0.0352019,1.12858,0.273363,0.000614097,0.00115941,3.59476e-06,3.59476e-06,6.00144e-06,0.000409713,0.00705103,0.00121922,0.0195042,0,1,2.1375,2.1375,0,0
0.382312,0.104834,0.0345134,1,0.274211,0.382312,0.0345134,0.0201401,0.0134267,0.0351199,1.1334,0.274211,0.00061602,0.00116069,4.3069e-06,4.3069e-06,5.20043e-06,0.000724505,0.0110705,0.00144908,0.0221477,0,1,2.142,2.142,0,0
0.380995,0.104791,0.0344357,1,0.275045,0.380995,0.0344357,0.0200247,0.0133498,0.0350392,1.13816,0.275045,0.000617912,0.00116196,3.67752e-06,3.67752e-06,5.17948e-06,0.000385892,0.00672267,0.00122585,0.019783,0,1,2.1465,2.1465,0,0
0.379674,0.104746,0.0343579,1,0.275884,0.379674,0.0343579,0.0199091,0.0132727,0.0349582,1.14295,0.275884,0.000619794,0.00116321,3.34328e-06,3.34328e-06,5.41454e-06,0.000501899,0.0087152,0.00110413,0.017858,0,1,2.151,2.151,0,0
0.378387,0.104701,0.0342822,1,0.276703,0.378387,0.0342822,0.0197967,0.0131978,0.0348792,1.14764,0.276703,0.00062166,0.00116445,3.68016e-06,3.68016e-06,4.79488e-06,0.000605585,0.00919584,0.00120564,0.0182976,0,1,2.1555,2.1555,0,0
0.377107,0.104654,0.034207,1,0.277519,0.377107,0.034207,0.0196852,0.0131235,0.0348004,1.15233,0.277519,0.0006235,0.00116568,3.87664e-06,3.87664e-06,4.98544e-06,0.000431542,0.00751668,0.00125915,0.0218503,0,1,2.16,2.16,0,0
0.3758,0.104606,0.0341304,1,0.278355,0.3758,0.0341304,0.0195717,0.0130478,0.03472,1.15714,0.278355,0.000625358,0.00116692,4.07729e-06,4.07729e-06,5.49182e-06,0.000656391,0.0126997,0.00131266,0.0254029,0,1,2.1645,2.1645,0,0
0.374463,0.104555,0.0340522,1,0.279212,0.374463,0.0340522,0.0194558,0.0129705,0.0346376,1.16208,0.279212,0.000627262,0.00116819,3.63256e-06,3.63256e-06,5.73627e-06,0.000502049,0.00867093,0.00115849,0.0213736,0,1,2.169,2.169,0,0
0.373135,0.104502,0.0339745,1,0.280065,0.373135,0.0339745,0.0193408,0.0128939,0.0345556,1.16701,0.280065,0.000629186,0.00116947,3.82469e-06,3.82469e-06,5.80674e-06,0.000485347,0.0069828,0.00120898,0.0195383,0,1,2.1735,2.1735,0,0
0.371829,0.104449,0.0338983,1,0.280906,0.371829,0.0338983,0.0192282,0.0128188,0.034475,1.17188,0.280906,0.000631093,0.00117074,4.50971e-06,4.50971e-06,5.72691e-06,0.000706605,0.0108639,0.00141364,0.0217323,0,1,2.178,2.178,0,0
0.370549,0.104395,0.0338238,1,0.281732,0.370549,0.0338238,0.019118,0.0127454,0.0343959,1.17668,0.281732,0.000632967,0.00117199,4.03248e-06,4.03248e-06,5.62201e-06,0.000501294,0.00733024,0.00125265,0.0203729,0,1,2.1825,2.1825,0,0
0.369276,0.104341,0.0337498,1,0.282555,0.369276,0.0337498,0.0190088,0.0126725,0.0343172,1.18147,0.282555,0.000634822,0.00117323,3.65659e-06,3.65659e-06,5.52267e-06,0.000548247,0.00954943,0.00112576,0.0196184,0,1,2.187,2.187,0,0
0.367968,0.104283,0.0336737,1,0.283403,0.367968,0.0336737,0.0188967,0.0125978,0.0342361,1.18642,0.283403,0.000636702,0.00117448,3.8005e-06,3.8005e-06,5.65454e-06,0.000574922,0.0100257,0.00115987,0.0202234,0,1,2.1915,2.1915,0,0
0.366668,0.104224,0.0335983,1,0.284247,0.366668,0.0335983,0.0187856,0.0125237,0.0341555,1.19136,0.284247,0.000638606,0.00117575,3.52888e-06,3.52888e-06,5.70943e-06,0.000484398,0.00709876,0.0010671,0.0179346,0,1,2.196,2.196,0,0
0.365391,0.104165,0.0335244,1,0.285079,0.365391,0.0335244,0.0186768,0.0124512,0.0340763,1.19623,0.285079,0.000640492,0.00117701,3.13148e-06,3.13148e-06,5.14563e-06,0.000451862,0.00782909,0.000938557,0.0156459,0,1,2.2005,2.2005,0,0
0.364102,0.104104,0.0334498,1,0.28592,0.364102,0.0334498,0.0185671,0.0123781,0.0339962,1.20117,0.28592,0.000642374,0.00117827,2.47992e-06,2.47992e-06,5.06825e-06,0.000282532,0.00490314,0.000736061,0.0127609,0,1,2.205,2.205,0,0
0.362822,0.104042,0.0333759,1,0.286757,0.362822,0.0333759,0.0184585,0.0123057,0.0339166,1.2061,0.286757,0.000644262,0.00117953,1.69714e-06,1.69714e-06,5.22034e-06,0.000212547,0.00246384,0.000498067,0.00741763,0,1,2.2095,2.2095,0,0
0.361544,0.103979,0.0333022,1,0.287596,0.361544,0.0333022,0.0183503,0.0122335,0.0338369,1.21105,0.287596,0.000646147,0.00118078,1.1801e-06,1.1801e-06,4.87228e-06,9.05489e-05,0.00040391,0.000342417,0.00356382,0,1,2.214,2.214,0,0
0.360266,0.103914,0.0332286,1,0.288436,0.360266,0.0332286,0.0182423,0.0121616,0.0337571,1.21603,0.288436,0.000648036,0.00118204,1.17387e-06,1.17387e-06,4.87809e-06,0.000128773,0.00108284,0.000337578,0.00351491,0,1,2.2185,2.2185,0,0
0.358993,0.103848,0.0331553,1,0.289276,0.358993,0.0331553,0.018135,0.01209,0.0336775,1.22101,0.289276,0.000649926,0.0011833,1.46119e-06,1.46119e-06,5.16075e-06,0.000208766,0.00243933,0.000417125,0.00607565,0,1,2.223,2.223,0,0
0.357727,0.103781,0.0330825,1,0.290113,0.357727,0.0330825,0.0180284,0.0120189,0.0335981,1.22599,0.290113,0.000651812,0.00118456,1.63547e-06,1.63547e-06,5.38314e-06,0.000201631,0.0036462,0.000463035,0.00819881,0,1,2.2275,2.2275,0,0
0.35645,0.103712,0.0330093,1,0.290959,0.35645,0.0330093,0.0179213,0.0119475,0.0335181,1.23103,0.290959,0.000653705,0.00118582,2.45661e-06,2.45661e-06,5.62779e-06,0.000252609,0.00452109,0.000691066,0.0109544,0,1,2.232,2.232,0,0
0.355184,0.103642,0.0329367,1,0.291799,0.355184,0.0329367,0.0178153,0.0118769,0.0334386,1.23605,0.291799,0.000655602,0.00118708,3.12823e-06,3.12823e-06,5.76116e-06,0.000435223,0.00638131,0.000873187,0.0128008,0,1,2.2365,2.2365,0,0
0.353937,0.103572,0.0328653,1,0.292629,0.353937,0.0328653,0.0177111,0.0118074,0.0333603,1.24102,0.292629,0.000657482,0.00118834,2.74553e-06,2.74553e-06,6.05918e-06,0.000322053,0.00582176,0.00075897,0.0122242,0,1,2.241,2.241,0,0
0.352681,0.1035,0.0327935,1,0.293467,0.352681,0.0327935,0.0176066,0.0117377,0.0332814,1.24604,0.293467,0.000659358,0.00118959,2.75495e-06,2.75495e-06,6.08978e-06,0.000245577,0.00447743,0.000754917,0.0122072,0,1,2.2455,2.2455,0,0
0.351437,0.103427,0.0327225,1,0.294298,0.351437,0.0327225,0.0175033,0.0116689,0.0332032,1.25104,0.294298,0.000661235,0.00119084,3.18178e-06,3.18178e-06,5.82311e-06,0.000431761,0.00636739,0.00086508,0.0127668,0,1,2.25,2.25,0,0
0.35021,0.103354,0.0326525,1,0.295119,0.35021,0.0326525,0.0174016,0.0116011,0.0331261,1.256,0.295119,0.000663094,0.00119208,2.56871e-06,2.56871e-06,5.60134e-06,0.000256464,0.00459751,0.000691743,0.0119947,0,1,2.2545,2.2545,0,0
0.348979,0.103279,0.0325823,1,0.295946,0.348979,0.0325823,0.0172999,0.0115333,0.0330486,1.26099,0.295946,0.000664948,0.00119332,2.34926e-06,2.34926e-06,5.44137e-06,0.000231362,0.00553915,0.00062697,0.0136365,0,1,2.259,2.259,0,0
0.347727,0.103201,0.0325111,1,0.296788,0.347727,0.0325111,0.0171967,0.0114645,0.0329697,1.26609,0.296788,0.000666825,0.00119457,2.77794e-06,2.77794e-06,5.4936e-06,0.000369098,0.00805244,0.000735533,0.0160505,0,1,2.2635,2.2635,0,0
0.34646,0.103121,0.0324391,1,0.297642,0.34646,0.0324391,0.0170925,0.011395,0.0328898,1.27127,0.297642,0.000668733,0.00119584,3.62822e-06,3.62822e-06,5.28626e-06,0.000364268,0.00670554,0.000953408,0.0174796,0,1,2.268,2.268,0,0
0.345207,0.10304,0.0323679,1,0.298489,0.345207,0.0323679,0.0169897,0.0113264,0.0328106,1.27643,0.298489,0.000670648,0.00119712,4.49361e-06,4.49361e-06,5.08839e-06,0.000582726,0.00940225,0.00117128,0.0189086,0,1,2.2725,2.2725,0,0
0.343981,0.10296,0.0322984,1,0.29932,0.343981,0.0322984,0.0168894,0.0112596,0.0327331,1.2815,0.29932,0.000672535,0.00119838,4.28184e-06,4.28184e-06,5.08553e-06,0.000520896,0.0082823,0.00110614,0.0177295,0,1,2.277,2.277,0,0
