"rhoA","rhouA","rhoEA","area_aux","velocity_aux","density_aux","total_energy_aux","internal_energy_aux","pressure_aux","temperature_aux","mach_number_aux","norm_vel_aux","mu_max_aux","kappa_max_aux","mu_aux","kappa_aux","residual_aux","jump_grad_press_aux","jump_grad_dens_aux","jump_grad_press_smooth_aux","jump_grad_dens_smooth_aux","ObjectId","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0510652,0.0320994,0.0108221,1,0.628597,0.0510652,0.0108221,0.000733251,0.000488834,0.00957274,4.97657,0.628597,0.00141442,0.00169856,1.15091e-05,1.15091e-05,3.19336e-06,2.56748e-05,0.00155458,6.03342e-05,0.0037837,0,1,4.14,4.14,0,0
0.0510792,0.0321045,0.0108233,1,0.628523,0.0510792,0.0108233,0.000734125,0.000489416,0.00958151,4.9737,0.628523,0.00141426,0.00169853,7.92489e-06,7.92489e-06,4.42153e-06,1.71721e-05,0.000507516,4.08899e-05,0.00482201,0,1,4.1445,4.1445,0,0
0.051092,0.0321082,0.0108241,1,0.628439,0.051092,0.0108241,0.000735045,0.00049003,0.00959113,4.97054,0.628439,0.00141408,0.00169848,9.28567e-06,9.28567e-06,7.86465e-06,1.49837e-05,0.00307185,3.58061e-05,0.00737373,0,1,4.149,4.149,0,0
0.0511179,0.0321199,0.0108273,1,0.628349,0.0511179,0.0108273,0.000736018,0.000490679,0.00959897,4.96781,0.628349,0.00141389,0.00169842,1.01821e-05,1.01821e-05,8.72378e-06,1.87449e-05,0.00435811,3.83264e-05,0.00808506,0,1,4.1535,4.1535,0,0
0.0511514,0.0321362,0.0108319,1,0.628256,0.0511514,0.0108319,0.000737062,0.000491375,0.00960628,4.96518,0.628256,0.00141368,0.00169833,1.06139e-05,1.06139e-05,9.99217e-06,1.89591e-05,0.00394182,3.77026e-05,0.0083903,0,1,4.158,4.158,0,0
0.0511741,0.0321456,0.0108345,1,0.628161,0.0511741,0.0108345,0.000738165,0.00049211,0.00961639,4.96182,0.628161,0.00141347,0.00169824,1.10921e-05,1.10921e-05,1.20403e-05,1.18193e-05,0.00418263,2.92709e-05,0.00869555,0,1,4.1625,4.1625,0,0
0.0511897,0.0321505,0.0108356,1,0.628064,0.0511897,0.0108356,0.000739296,0.000492864,0.00962818,4.95801,0.628064,0.00141325,0.00169819,1.04489e-05,1.04489e-05,1.09365e-05,3.50389e-06,0.00397673,1.399e-05,0.0082168,0,1,4.167,4.167,0,0
0.0511942,0.0321482,0.0108344,1,0.627965,0.0511942,0.0108344,0.00074043,0.00049362,0.0096421,4.95365,0.627965,0.00141303,0.00169816,8.0952e-06,8.0952e-06,7.61484e-06,2.29093e-06,0.00282804,7.26102e-06,0.00641108,0,1,4.1715,4.1715,0,0
0.0511959,0.032144,0.0108326,1,0.627863,0.0511959,0.0108326,0.000741549,0.000494366,0.00965636,4.94919,0.627863,0.00141281,0.00169814,5.00897e-06,5.00897e-06,2.72912e-06,4.26697e-06,0.000863232,8.00504e-06,0.00406644,0,1,4.176,4.176,0,0
0.0511997,0.0321412,0.0108312,1,0.627762,0.0511997,0.0108312,0.000742652,0.000495101,0.00967001,4.9449,0.627762,0.00141258,0.00169812,3.88749e-06,3.88749e-06,4.30347e-06,2.73643e-06,0.00153597,6.62219e-06,0.00304878,0,1,4.1805,4.1805,0,0
0.0511988,0.0321356,0.0108289,1,0.627663,0.0511988,0.0108289,0.000743759,0.000495839,0.00968459,4.94039,0.627663,0.00141235,0.0016981,3.49293e-06,3.49293e-06,3.6559e-06,1.23786e-06,0.00130031,6.73627e-06,0.00275046,0,1,4.185,4.185,0,0
0.0511965,0.0321292,0.0108265,1,0.627567,0.0511965,0.0108265,0.000744871,0.000496581,0.00969951,4.93584,0.627567,0.00141213,0.0016981,2.96238e-06,2.96238e-06,2.74287e-06,3.95715e-06,0.00072273,1.44137e-05,0.00235093,0,1,4.1895,4.1895,0,0
0.0511965,0.0321245,0.0108246,1,0.627475,0.0511965,0.0108246,0.000745963,0.000497309,0.00971373,4.9315,0.627475,0.00141192,0.0016981,4.61713e-06,4.61713e-06,2.01053e-06,9.69964e-06,0.000982011,2.1479e-05,0.00377633,0,1,4.194,4.194,0,0
0.0511952,0.032119,0.0108225,1,0.627384,0.0511952,0.0108225,0.000747014,0.00049801,0.00972767,4.92725,0.627384,0.00141172,0.00169811,7.99232e-06,7.99232e-06,3.79734e-06,1.13502e-05,0.00238349,2.23636e-05,0.00652263,0,1,4.1985,4.1985,0,0
0.0511858,0.0321085,0.0108188,1,0.627294,0.0511858,0.0108188,0.000748029,0.000498686,0.00974268,4.92275,0.627294,0.00141151,0.00169811,9.73173e-06,9.73173e-06,8.70288e-06,8.09386e-06,0.00391175,1.87658e-05,0.00774232,0,1,4.203,4.203,0,0
0.0511668,0.0320921,0.0108132,1,0.627205,0.0511668,0.0108132,0.000749023,0.000499348,0.00975923,4.91788,0.627205,0.00141131,0.00169815,7.2008e-06,7.2008e-06,5.14685e-06,5.18885e-06,0.00214865,1.23908e-05,0.00579166,0,1,4.2075,4.2075,0,0
0.0511466,0.0320752,0.0108075,1,0.627122,0.0511466,0.0108075,0.00075,0.0005,0.00977581,4.91305,0.627122,0.00141112,0.0016982,8.82404e-06,8.82404e-06,5.01616e-07,3.13728e-06,0.000627386,8.94609e-06,0.00738039,0,1,4.212,4.212,0,0
0.0511256,0.032058,0.0108018,1,0.627043,0.0511256,0.0108018,0.000750971,0.000500647,0.0097925,4.90825,0.627043,0.00141094,0.00169826,1.72977e-05,1.72977e-05,1.05131e-05,3.60537e-06,0.0048991,1.44917e-05,0.0139981,0,1,4.2165,4.2165,0,0
0.0510859,0.0320291,0.0107925,1,0.626965,0.0510859,0.0107925,0.000751927,0.000501284,0.00981257,4.90261,0.626965,0.00141076,0.00169835,2.15875e-05,2.15875e-05,2.1018e-05,9.58216e-06,0.008615,2.4696e-05,0.0170765,0,1,4.221,4.221,0,0
0.0510261,0.0319877,0.0107792,1,0.626888,0.0510261,0.0107792,0.000752838,0.000501892,0.00983598,4.89617,0.626888,0.00141058,0.0016985,1.56524e-05,1.56524e-05,1.06066e-05,1.43369e-05,0.00421312,2.86869e-05,0.0125974,0,1,4.2255,4.2255,0,0
0.0509652,0.0319456,0.0107657,1,0.626813,0.0509652,0.0107657,0.000753698,0.000502466,0.009859,4.88987,0.626813,0.00141041,0.00169866,7.46866e-06,7.46866e-06,3.13891e-06,1.06009e-05,0.00116028,2.4042e-05,0.00609843,0,1,4.23,4.23,0,0
0.0508993,0.0319007,0.0107513,1,0.626741,0.0508993,0.0107513,0.000754533,0.000503022,0.00988268,4.88345,0.626741,0.00141025,0.00169884,5.15323e-06,5.15323e-06,4.73362e-06,3.44308e-06,0.00205163,1.26142e-05,0.00407865,0,1,4.2345,4.2345,0,0
0.0508291,0.0318532,0.0107362,1,0.626674,0.0508291,0.0107362,0.000755368,0.000503579,0.00990731,4.87685,0.626674,0.00141009,0.00169904,3.62479e-06,3.62479e-06,2.54923e-06,1.69643e-06,0.000970688,9.24773e-06,0.00290327,0,1,4.239,4.239,0,0
0.0507583,0.0318057,0.0107211,1,0.62661,0.0507583,0.0107211,0.000756197,0.000504131,0.00993199,4.87029,0.62661,0.00140994,0.00169925,5.08856e-06,5.08856e-06,5.63499e-07,5.62037e-06,0.000405594,1.6783e-05,0.00421626,0,1,4.2435,4.2435,0,0
0.0506868,0.0317578,0.0107059,1,0.626549,0.0506868,0.0107059,0.000756999,0.000504666,0.00995655,4.8638,0.626549,0.0014098,0.00169947,1.03837e-05,1.03837e-05,5.51316e-06,1.00553e-05,0.00302156,2.12693e-05,0.00838256,0,1,4.248,4.248,0,0
0.0506041,0.0317028,0.0106885,1,0.626487,0.0506041,0.0106885,0.000757762,0.000505175,0.00998289,4.85691,0.626487,0.00140967,0.0016997,1.27922e-05,1.27922e-05,1.20377e-05,1.10072e-05,0.00514645,2.16367e-05,0.0100605,0,1,4.2525,4.2525,0,0
0.0505092,0.0316403,0.0106686,1,0.626426,0.0505092,0.0106686,0.00075849,0.00050566,0.0100112,4.84955,0.626426,0.00140953,0.00169996,1.01851e-05,1.01851e-05,7.68473e-06,8.45327e-06,0.00312415,1.87486e-05,0.00808822,0,1,4.257,4.257,0,0
0.0504162,0.0315791,0.0106493,1,0.626369,0.0504162,0.0106493,0.000759193,0.000506128,0.010039,4.8424,0.626369,0.00140939,0.00170023,8.21145e-06,8.21145e-06,3.85411e-06,5.3611e-06,0.000936765,1.2886e-05,0.0066216,0,1,4.2615,4.2615,0,0
0.0503256,0.0315198,0.0106306,1,0.626317,0.0503256,0.0106306,0.000759881,0.000506587,0.0100662,4.83546,0.626317,0.00140927,0.00170051,1.45546e-05,1.45546e-05,8.33597e-06,3.68536e-06,0.00350643,1.04296e-05,0.011645,0,1,4.266,4.266,0,0
0.0502222,0.0314526,0.0106095,1,0.626269,0.0502222,0.0106095,0.000760559,0.000507039,0.0100959,4.82796,0.626269,0.00140916,0.00170081,2.13514e-05,2.13514e-05,1.8608e-05,4.99537e-06,0.00769522,1.36636e-05,0.0167488,0,1,4.2705,4.2705,0,0
0.0500989,0.0313731,0.0105845,1,0.626223,0.0500989,0.0105845,0.000761216,0.000507477,0.0101295,4.81959,0.626223,0.00140905,0.00170116,2.28321e-05,2.28321e-05,2.11781e-05,7.89705e-06,0.00857467,1.63797e-05,0.0178114,0,1,4.275,4.275,0,0
0.0499574,0.0312821,0.0105559,1,0.626176,0.0499574,0.0105559,0.000761843,0.000507895,0.0101666,4.81044,0.626176,0.00140895,0.00170157,2.3564e-05,2.3564e-05,2.28798e-05,7.54679e-06,0.00912802,1.53714e-05,0.0182879,0,1,4.2795,4.2795,0,0
0.0497932,0.0311769,0.0105228,1,0.626128,0.0497932,0.0105228,0.000762448,0.000508298,0.0102082,4.80026,0.626128,0.00140884,0.00170203,2.29353e-05,2.29353e-05,2.41029e-05,3.65784e-06,0.00883885,1.01818e-05,0.0176614,0,1,4.284,4.284,0,0
0.0496106,0.0310603,0.0104862,1,0.626082,0.0496106,0.0104862,0.000763045,0.000508697,0.0102538,4.78922,0.626082,0.00140874,0.00170255,1.65979e-05,1.65979e-05,1.44207e-05,1.10347e-06,0.00483879,4.47856e-06,0.0128799,0,1,4.2885,4.2885,0,0
0.0494225,0.0309404,0.0104486,1,0.626039,0.0494225,0.0104486,0.000763646,0.000509098,0.0103009,4.77792,0.626039,0.00140864,0.00170311,8.40353e-06,8.40353e-06,6.57416e-06,1.15484e-06,0.00236955,6.47888e-06,0.00653149,0,1,4.293,4.293,0,0
0.0492282,0.0308169,0.0104099,1,0.626,0.0492282,0.0104099,0.000764245,0.000509497,0.0103497,4.76636,0.626,0.00140854,0.0017037,5.17731e-06,5.17731e-06,4.33488e-06,4.2544e-06,0.0018892,1.49749e-05,0.00399557,0,1,4.2975,4.2975,0,0
0.0490314,0.0306918,0.0103708,1,0.625962,0.0490314,0.0103708,0.000764822,0.000509881,0.0103991,4.75473,0.625962,0.00140846,0.00170432,6.0918e-06,6.0918e-06,2.57107e-06,9.48052e-06,0.00127906,2.1277e-05,0.00480006,0,1,4.302,4.302,0,0
0.0488303,0.0305641,0.0103308,1,0.625925,0.0488303,0.0103308,0.00076536,0.00051024,0.0104492,4.74303,0.625925,0.00140837,0.00170494,7.89481e-06,7.89481e-06,8.74842e-06,1.15062e-05,0.00309381,2.26053e-05,0.00594708,0,1,4.3065,4.3065,0,0
0.0486394,0.0304429,0.0102928,1,0.625889,0.0486394,0.0102928,0.000765859,0.000510573,0.0104971,4.73193,0.625889,0.00140829,0.00170556,7.46672e-06,7.46672e-06,9.72828e-06,7.94041e-06,0.00280389,1.84483e-05,0.00553597,0,1,4.311,4.311,0,0
0.0484519,0.0303238,0.0102555,1,0.625855,0.0484519,0.0102555,0.000766339,0.000510892,0.0105443,4.72106,0.625855,0.00140821,0.00170615,9.00996e-06,9.00996e-06,7.60153e-06,3.46704e-06,0.00264682,1.02891e-05,0.00684356,0,1,4.3155,4.3155,0,0
0.0482551,0.0301992,0.0102165,1,0.625824,0.0482551,0.0102165,0.000766824,0.000511216,0.010594,4.70975,0.625824,0.00140814,0.00170677,1.4197e-05,1.4197e-05,9.92534e-06,1.72937e-06,0.00397841,6.37548e-06,0.0108345,0,1,4.32,4.32,0,0
0.0480509,0.0300701,0.0101762,1,0.625797,0.0480509,0.0101762,0.000767316,0.000511544,0.0106459,4.69806,0.625797,0.00140807,0.00170742,2.42143e-05,2.42143e-05,1.45737e-05,3.19285e-06,0.00600677,1.00334e-05,0.0185105,0,1,4.3245,4.3245,0,0
0.0478295,0.0299303,0.0101325,1,0.62577,0.0478295,0.0101325,0.000767792,0.000511861,0.0107018,4.68557,0.62577,0.00140801,0.00170811,3.62351e-05,3.62351e-05,2.90441e-05,6.41671e-06,0.0113243,1.36028e-05,0.0272542,0,1,4.329,4.329,0,0
0.0475773,0.0297712,0.0100828,1,0.625743,0.0475773,0.0100828,0.000768243,0.000512162,0.0107648,4.67163,0.625743,0.00140795,0.00170889,4.22758e-05,4.22758e-05,4.01208e-05,6.59864e-06,0.0150036,1.31612e-05,0.0313643,0,1,4.3335,4.3335,0,0
0.0472898,0.02959,0.0100261,1,0.625715,0.0472898,0.0100261,0.000768674,0.000512449,0.0108364,4.65598,0.625715,0.00140789,0.00170977,4.56061e-05,4.56061e-05,4.35425e-05,3.39647e-06,0.0158845,9.11357e-06,0.0336345,0,1,4.338,4.338,0,0
0.046967,0.0293867,0.00996256,1,0.625688,0.046967,0.00996256,0.000769098,0.000512732,0.0109168,4.63858,0.625688,0.00140783,0.00171077,4.82023e-05,4.82023e-05,5.02944e-05,2.09974e-06,0.0175591,5.07879e-06,0.0351349,0,1,4.3425,4.3425,0,0
0.0466009,0.0291565,0.00989061,1,0.625664,0.0466009,0.00989061,0.000769532,0.000513021,0.0110088,4.61898,0.625664,0.00140777,0.00171191,4.51712e-05,4.51712e-05,5.06289e-05,1.84123e-06,0.0159641,7.31342e-06,0.0325341,0,1,4.347,4.347,0,0
0.0462024,0.0289061,0.00981241,1,0.625642,0.0462024,0.00981241,0.000769965,0.00051331,0.01111,4.59773,0.625642,0.00140772,0.00171319,3.16626e-05,3.16626e-05,2.12648e-05,4.17301e-06,0.00864821,1.36295e-05,0.0232365,0,1,4.3515,4.3515,0,0
0.0458114,0.0286606,0.00973572,1,0.625622,0.0458114,0.00973572,0.000770376,0.000513584,0.0112108,4.57687,0.625622,0.00140767,0.00171454,1.61912e-05,1.61912e-05,1.03007e-05,8.34771e-06,0.00318229,1.72822e-05,0.0118066,0,1,4.356,4.356,0,0
0.045425,0.0284179,0.00965988,1,0.625601,0.045425,0.00965988,0.000770756,0.000513837,0.0113118,4.55625,0.625601,0.00140763,0.00171587,6.69101e-06,6.69101e-06,6.97858e-06,7.24648e-06,0.00123846,1.54092e-05,0.00472219,0,1,4.3605,4.3605,0,0
0.0450402,0.0281762,0.00958433,1,0.625579,0.0450402,0.00958433,0.000771115,0.000514077,0.0114137,4.5357,0.625579,0.00140758,0.00171721,6.59116e-06,6.59116e-06,4.26225e-06,2.71518e-06,0.00100032,9.38989e-06,0.00472299,0,1,4.365,4.365,0,0
0.0446576,0.027936,0.00950927,1,0.625559,0.0446576,0.00950927,0.000771471,0.000514314,0.0115168,4.51521,0.625559,0.00140753,0.00171856,1.31268e-05,1.31268e-05,1.18142e-05,1.14533e-06,0.00356444,4.53759e-06,0.00918787,0,1,4.3695,4.3695,0,0
0.0442885,0.0277044,0.009437,1,0.625544,0.0442885,0.009437,0.000771835,0.000514557,0.0116183,4.49534,0.625544,0.00140749,0.0017199,2.82705e-05,2.82705e-05,8.56149e-06,2.08074e-06,0.00484354,4.47732e-06,0.0203223,0,1,4.374,4.374,0,0
0.0439149,0.0274702,0.00936397,1,0.625533,0.0439149,0.00936397,0.000772206,0.000514804,0.0117228,4.47518,0.625533,0.00140746,0.00172126,5.78585e-05,5.78585e-05,3.19605e-05,2.30533e-06,0.0127994,9.18104e-06,0.0406525,0,1,4.3785,4.3785,0,0
0.0434966,0.0272081,0.0092822,1,0.625522,0.0434966,0.0092822,0.000772571,0.000515047,0.0118411,4.45269,0.625522,0.00140744,0.00172273,8.56456e-05,8.56456e-05,7.13491e-05,5.79415e-06,0.0246536,1.65579e-05,0.0586588,0,1,4.383,4.383,0,0
0.0430184,0.0269084,0.00918863,1,0.625509,0.0430184,0.00918863,0.000772909,0.000515273,0.011978,4.42709,0.625509,0.00140741,0.00172441,0.000102006,0.000102006,9.45807e-05,9.84351e-06,0.0317815,1.98767e-05,0.0687632,0,1,4.3875,4.3875,0,0
0.0424614,0.0265593,0.00907955,1,0.625493,0.0424614,0.00907955,0.000773209,0.000515473,0.0121398,4.39737,0.625493,0.00140738,0.00172635,0.000109381,0.000109381,0.000118646,7.46831e-06,0.0362693,1.64476e-05,0.0721696,0,1,4.392,4.392,0,0
0.0418203,0.0261576,0.00895395,1,0.625475,0.0418203,0.00895395,0.000773491,0.00051566,0.0123304,4.36312,0.625475,0.00140734,0.00172864,9.48606e-05,9.48606e-05,0.000107009,4.6001e-06,0.0278603,1.31498e-05,0.0615529,0,1,4.3965,4.3965,0,0
0.0411283,0.0257242,0.00881852,1,0.625461,0.0411283,0.00881852,0.000773786,0.000515857,0.0125426,4.32595,0.625461,0.0014073,0.00173123,5.47967e-05,5.47967e-05,3.11943e-05,6.32836e-06,0.0116231,1.32812e-05,0.0361761,0,1,4.401,4.401,0,0
0.040441,0.0252939,0.00868419,1,0.625453,0.040441,0.00868419,0.000774107,0.000516072,0.0127611,4.2887,0.625453,0.00140728,0.001734,2.97231e-05,2.97231e-05,2.15744e-05,5.17605e-06,0.00561764,1.19941e-05,0.0191208,0,1,4.4055,4.4055,0,0
0.0397686,0.0248732,0.0085529,1,0.625449,0.0397686,0.0085529,0.000774442,0.000516295,0.0129825,4.25195,0.625449,0.00140726,0.00173682,2.7508e-05,2.7508e-05,3.54246e-05,5.41589e-06,0.00837573,1.65523e-05,0.0168254,0,1,4.41,4.41,0,0
0.0391178,0.024466,0.00842583,1,0.625445,0.0391178,0.00842583,0.000774755,0.000516503,0.0132038,4.21614,0.625445,0.00140726,0.00173963,4.79449e-05,4.79449e-05,4.2776e-05,1.06889e-05,0.00544582,2.23978e-05,0.0295379,0,1,4.4145,4.4145,0,0
0.0384776,0.0240654,0.00830073,1,0.625438,0.0384776,0.00830073,0.000775023,0.000516682,0.0134281,4.18074,0.625438,0.00140724,0.00174243,0.000116187,0.000116187,3.78641e-05,1.034e-05,0.0178772,2.0708e-05,0.0727811,0,1,4.419,4.419,0,0
0.0377717,0.0236235,0.00816268,1,0.625429,0.0377717,0.00816268,0.000775261,0.000516841,0.0136833,4.14151,0.625429,0.00140723,0.00174542,0.000174621,0.000174621,0.00017491,5.34862e-06,0.0489629,1.46523e-05,0.103312,0,1,4.4235,4.4235,0,0
0.0369258,0.0230941,0.00799728,1,0.62542,0.0369258,0.00799728,0.000775507,0.000517005,0.0140012,4.09416,0.62542,0.00140721,0.00174895,0.000174643,0.000174643,0.000225472,4.00027e-06,0.0512733,9.2719e-06,0.0994695,0,1,4.428,4.428,0,0
0.0359771,0.0225005,0.00781184,1,0.625413,0.0359771,0.00781184,0.00077577,0.00051718,0.0143753,4.0405,0.625413,0.00140719,0.00175317,0.000125191,0.000125191,7.24093e-05,3.93852e-06,0.0275527,7.99582e-06,0.0726067,0,1,4.4325,4.4325,0,0
0.035058,0.0219255,0.00763221,1,0.625408,0.035058,0.00763221,0.000776025,0.00051735,0.014757,3.98786,0.625408,0.00140717,0.00175774,9.39329e-05,9.39329e-05,5.71552e-05,2.83807e-06,0.016049,6.71765e-06,0.0529903,0,1,4.437,4.437,0,0
0.034114,0.021335,0.00744777,1,0.625403,0.034114,0.00744777,0.00077627,0.000517513,0.0151701,3.93316,0.625403,0.00140716,0.00176248,0.000105218,0.000105218,0.000107866,1.50837e-06,0.0265509,5.21485e-06,0.0563946,0,1,4.4415,4.4415,0,0
0.0330847,0.0206912,0.00724666,1,0.625401,0.0330847,0.00724666,0.000776518,0.000517678,0.0156471,3.87273,0.625401,0.00140715,0.00176771,9.04102e-05,9.04102e-05,9.8302e-05,2.18659e-06,0.0211983,7.90751e-06,0.0468993,0,1,4.446,4.446,0,0
0.0320356,0.020035,0.00704169,1,0.625398,0.0320356,0.00704169,0.000776755,0.000517836,0.0161644,3.81024,0.625398,0.00140715,0.00177348,7.47199e-05,7.47199e-05,2.35066e-05,5.28692e-06,0.0075606,1.10864e-05,0.0393028,0,1,4.4505,4.4505,0,0
0.03097,0.0193685,0.00683346,1,0.625396,0.03097,0.00683346,0.000776969,0.000517979,0.0167252,3.7458,0.625396,0.00140714,0.00177963,0.000116142,0.000116142,5.25798e-05,5.84795e-06,0.0174289,1.10422e-05,0.0586375,0,1,4.455,4.455,0,0
0.0298553,0.0186713,0.00661562,1,0.625393,0.0298553,0.00661562,0.000777164,0.00051811,0.017354,3.6773,0.625393,0.00140714,0.00178629,0.000162652,0.000162652,0.000166139,2.73194e-06,0.0359364,7.77481e-06,0.076671,0,1,4.4595,4.4595,0,0
0.0286396,0.0179109,0.00637803,1,0.625391,0.0286396,0.00637803,0.000777357,0.000518238,0.0180952,3.60119,0.625391,0.00140713,0.00179383,0.000174545,0.000174545,0.000246662,4.44808e-07,0.0408758,3.93271e-06,0.0772684,0,1,4.464,4.464,0,0
0.0273348,0.0170949,0.00612304,1,0.62539,0.0273348,0.00612304,0.000777551,0.000518367,0.0189636,3.51775,0.62539,0.00140713,0.0018025,0.000132185,0.000132185,0.00011553,1.66671e-06,0.0197775,5.17058e-06,0.0578349,0,1,4.4685,4.4685,0,0
0.0260278,0.0162775,0.00586762,1,0.625389,0.0260278,0.00586762,0.000777737,0.000518491,0.0199207,3.43221,0.625389,0.00140713,0.00181212,8.34603e-05,8.34603e-05,0.000101688,3.38217e-06,0.0127368,7.02745e-06,0.0341019,0,1,4.473,4.473,0,0
0.0247674,0.0154893,0.00562132,1,0.625389,0.0247674,0.00562132,0.00077791,0.000518607,0.0209391,3.34771,0.625389,0.00140713,0.00182228,8.67742e-05,8.67742e-05,0.000120222,2.86694e-06,0.0128662,6.42837e-06,0.0334098,0,1,4.4775,4.4775,0,0
0.0235199,0.0147091,0.00537752,1,0.625389,0.0235199,0.00537752,0.000778076,0.000518717,0.0220544,3.26196,0.625389,0.00140713,0.00183298,0.000134685,0.000134685,0.000158769,2.98019e-06,0.0185387,6.42595e-06,0.0499156,0,1,4.482,4.482,0,0
0.0223433,0.0139733,0.00514762,1,0.62539,0.0223433,0.00514762,0.000778228,0.000518819,0.0232203,3.17902,0.62539,0.00140713,0.00184413,0.000173448,0.000173448,0.000121489,3.57805e-06,0.0316517,7.0226e-06,0.0628138,0,1,4.4865,4.4865,0,0
0.0212393,0.0132829,0.00493187,1,0.625392,0.0212393,0.00493187,0.000778369,0.000518913,0.0244318,3.09921,0.625392,0.00140713,0.00185546,0.000152264,0.000152264,0.000195581,1.71807e-06,0.020016,5.15248e-06,0.0506109,0,1,4.491,4.491,0,0
0.0201138,0.0125791,0.00471194,1,0.625393,0.0201138,0.00471194,0.000778512,0.000519008,0.0258035,3.01571,0.625393,0.00140713,0.00186745,0.000120026,0.000120026,0.000100971,1.35507e-06,0.0161974,3.67877e-06,0.0388672,0,1,4.4955,4.4955,0,0
0.0190391,0.011907,0.00450194,1,0.625395,0.0190391,0.00450194,0.000778646,0.000519097,0.0272647,2.93379,0.625395,0.00140714,0.00188025,0.000144874,0.000144874,0.000149765,2.02641e-06,0.0193278,4.35614e-06,0.0439131,0,1,4.5,4.5,0,0
0.017999,0.0112565,0.00429869,1,0.625398,0.017999,0.00429869,0.000778775,0.000519183,0.0288451,2.85231,0.625398,0.00140714,0.00189363,0.000184777,0.000184777,0.000154965,2.34024e-06,0.0243268,4.88511e-06,0.053598,0,1,4.5045,4.5045,0,0
0.0170342,0.0106532,0.00411015,1,0.625401,0.0170342,0.00411015,0.000778893,0.000519262,0.0304836,2.77461,0.625401,0.00140715,0.00190739,0.000212527,0.000212527,0.000154457,2.58691e-06,0.0294706,5.13315e-06,0.0586964,0,1,4.509,4.509,0,0
0.0161272,0.010086,0.00393292,1,0.625404,0.0161272,0.00393292,0.000779004,0.000519336,0.0322025,2.69955,0.625404,0.00140716,0.00192136,0.000174708,0.000174708,0.00017101,1.23459e-06,0.0145973,3.84246e-06,0.0449998,0,1,4.5135,4.5135,0,0
0.0152277,0.00952351,0.00375715,1,0.625408,0.0152277,0.00375715,0.000779115,0.00051941,0.0341096,2.62302,0.625408,0.00140716,0.00193603,0.000155994,0.000155994,0.000187565,1.27704e-06,0.0156271,3.05179e-06,0.0374837,0,1,4.518,4.518,0,0
0.0143909,0.00900023,0.00359364,1,0.625412,0.0143909,0.00359364,0.000779217,0.000519478,0.0360977,2.54978,0.625412,0.00140717,0.00195135,0.000189332,0.000189332,0.000177315,1.78692e-06,0.0219712,3.5518e-06,0.0436642,0,1,4.5225,4.5225,0,0
0.0135909,0.00849996,0.00343732,1,0.625416,0.0135909,0.00343732,0.000779315,0.000519544,0.0382274,2.47775,0.625416,0.00140718,0.00196709,0.000199477,0.000199477,0.000187914,1.62937e-06,0.0198668,3.4838e-06,0.0434466,0,1,4.527,4.527,0,0
0.0128435,0.00803257,0.00329127,1,0.62542,0.0128435,0.00329127,0.000779407,0.000519605,0.0404567,2.40853,0.62542,0.00140719,0.00198328,0.000210172,0.000210172,0.000199327,1.71698e-06,0.0216778,3.4158e-06,0.043229,0,1,4.5315,4.5315,0,0
0.0121413,0.00759345,0.00315406,1,0.625425,0.0121413,0.00315406,0.000779493,0.000519662,0.0428013,2.34165,0.625425,0.0014072,0.0019998,0.000200438,0.000200438,0.000199022,1.14114e-06,0.0154329,2.98704e-06,0.0388635,0,1,4.536,4.536,0,0
0.0114636,0.00716968,0.00302164,1,0.62543,0.0114636,0.00302164,0.000779577,0.000519718,0.0453363,2.27526,0.62543,0.00140721,0.00201693,0.000211775,0.000211775,0.000216413,1.29204e-06,0.0173656,2.88629e-06,0.0387258,0,1,4.5405,4.5405,0,0
0.0108401,0.00677977,0.00289981,1,0.625435,0.0108401,0.00289981,0.000779655,0.00051977,0.0479489,2.21242,0.625435,0.00140722,0.00203449,0.000245716,0.000245716,0.000202826,1.62321e-06,0.0216433,3.21431e-06,0.0429536,0,1,4.545,4.545,0,0
0.0102606,0.00641737,0.00278657,1,0.62544,0.0102606,0.00278657,0.000779727,0.000519818,0.0506617,2.15239,0.62544,0.00140723,0.00205216,0.000226245,0.000226245,0.000204423,1.10233e-06,0.0157892,2.70486e-06,0.0372456,0,1,4.5495,4.5495,0,0
0.00970818,0.00607193,0.00267863,1,0.625445,0.00970818,0.00267863,0.000779797,0.000519865,0.0535492,2.09357,0.625445,0.00140725,0.00207024,0.000201636,0.000201636,0.000224231,8.2387e-07,0.0129618,2.10054e-06,0.0310262,0,1,4.554,4.554,0,0
0.00918723,0.00574616,0.00257683,1,0.625451,0.00918723,0.00257683,0.000779865,0.00051991,0.0565905,2.03656,0.625451,0.00140726,0.00208885,0.000218901,0.000218901,0.000222611,1.01566e-06,0.0153725,2.13848e-06,0.0320538,0,1,4.5585,4.5585,0,0
0.00870453,0.0054443,0.00248251,1,0.625456,0.00870453,0.00248251,0.000779928,0.000519952,0.0597335,1.98227,0.625456,0.00140727,0.00210774,0.000241073,0.000241073,0.000224993,1.14713e-06,0.0168991,2.27129e-06,0.0335927,0,1,4.563,4.563,0,0
0.00826008,0.00516637,0.00239567,1,0.625462,0.00826008,0.00239567,0.000779987,0.000519991,0.0629523,1.93095,0.625462,0.00140728,0.00212665,0.000236712,0.000236712,0.000220793,9.02913e-07,0.0145779,2.02706e-06,0.0312778,0,1,4.5675,4.5675,0,0
