Tw,area,enthalpy,heat_flux_perimeter,heat_transfer_coefficient,hydraulic_diameter,pressure,rho,rhoA,rhoE,rhoEA,rhoe,rhou,rhouA,temperature,u,GlobalNodeId,PedigreeNodeId,Points:0,Points:1,Points:2
600,0.0001,998407,0.0354491,0,0.0112838,8.43E+06,810.667,0.0810667,8.01E+08,80094.2,8.01E+08,1617.42,0.161742,507.406,1.99517,35,35,3.3,0,0
600,0.0001,998407,0.0354491,0,0.0112838,8.29E+06,810.552,0.0810552,8.01E+08,80097,8.01E+08,1617.42,0.161742,507.406,1.99546,36,36,3.4,0,0
600,0.0001,998407,0.0354491,0,0.0112838,8.15E+06,810.437,0.0810437,8.01E+08,80099.8,8.01E+08,1617.42,0.161742,507.406,1.99574,37,37,3.5,0,0
600,0.0001,998407,0.0354491,0,0.0112838,8.00E+06,810.322,0.0810322,8.01E+08,80102.6,8.01E+08,1617.42,0.161742,507.406,1.99602,38,38,3.6,0,0
600,0.0001,998407,0.0354491,0,0.0112838,7.86E+06,810.207,0.0810207,8.01E+08,80105.5,8.01E+08,1617.42,0.161742,507.406,1.99631,39,39,3.7,0,0
600,0.0001,998407,0.0354491,0,0.0112838,7.72E+06,810.092,0.0810092,8.01E+08,80108.3,8.01E+08,1617.42,0.161742,507.406,1.99659,40,40,3.8,0,0
600,0.0001,998407,0.0354491,0,0.0112838,7.58E+06,809.977,0.0809977,8.01E+08,80111.1,8.01E+08,1617.42,0.161742,507.406,1.99687,41,41,3.9,0,0
600,0.0001,998407,0.0354491,0,0.0112838,7.43E+06,809.862,0.0809862,8.01E+08,80113.9,8.01E+08,1617.42,0.161742,507.406,1.99716,42,42,4,0,0
600,0.0001,998407,0.0354491,0,0.0112838,7.29E+06,809.747,0.0809747,8.01E+08,80116.8,8.01E+08,1617.42,0.161742,507.406,1.99744,43,43,4.1,0,0
600,0.0001,998407,0.0354491,0,0.0112838,7.15E+06,809.631,0.0809631,8.01E+08,80119.6,8.01E+08,1617.42,0.161742,507.406,1.99772,44,44,4.2,0,0
600,0.0001,998407,0.0354491,0,0.0112838,7.00E+06,809.516,0.0809516,8.01E+08,80122.4,8.01E+08,1617.42,0.161742,507.406,1.99801,45,45,4.3,0,0
600,0.0001,998407,0.0354491,0,0.0112838,6.86E+06,809.401,0.0809401,8.01E+08,80125.2,8.01E+08,1617.42,0.161742,507.406,1.99829,46,46,4.4,0,0
600,0.0001,998407,0.0354491,0,0.0112838,6.72E+06,809.286,0.0809286,8.01E+08,80128.1,8.01E+08,1617.42,0.161742,507.406,1.99858,47,47,4.5,0,0
600,0.0001,998407,0.0354491,0,0.0112838,6.57E+06,809.171,0.0809171,8.01E+08,80130.9,8.01E+08,1617.42,0.161742,507.406,1.99886,48,48,4.6,0,0
600,0.0001,998407,0.0354491,0,0.0112838,6.43E+06,809.056,0.0809056,8.01E+08,80133.7,8.01E+08,1617.42,0.161742,507.406,1.99915,49,49,4.7,0,0
600,0.0001,998407,0.0354491,0,0.0112838,6.29E+06,808.941,0.0808941,8.01E+08,80136.5,8.01E+08,1617.42,0.161742,507.406,1.99943,50,50,4.8,0,0
600,0.0001,998407,0.0354491,0,0.0112838,6.14E+06,808.825,0.0808825,8.01E+08,80139.4,8.01E+08,1617.42,0.161742,507.406,1.99972,51,51,4.9,0,0
600,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,52,52,5,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,53,53,5,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,54,54,5.1,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,55,55,5.2,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,56,56,5.3,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,57,57,5.4,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,58,58,5.5,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,59,59,5.6,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,60,60,5.7,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,61,61,5.8,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,62,62,5.9,0,0
0,0.0001,998407,0.0354491,0,0.0112838,6.00E+06,808.71,0.080871,8.01E+08,80142.2,8.01E+08,1617.42,0.161742,507.406,2,63,63,6,0,0
