Tw,area,enthalpy,heat_flux_perimeter,heat_transfer_coefficient,hydraulic_diameter,pressure,rho,rhoA,rhoE,rhoEA,rhoe,rhou,rhouA,temperature,u,GlobalNodeId,PedigreeNodeId,Points:0,Points:1,Points:2
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.09E+06,26.8316,0.00268316,6.86E+07,6862.72,6.86E+07,52.884,0.0052884,507.406,1.97096,33,33,3.1,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.08E+06,26.8112,0.00268112,6.86E+07,6857.51,6.86E+07,52.884,0.0052884,507.406,1.97246,34,34,3.2,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.08E+06,26.7908,0.00267908,6.85E+07,6852.3,6.85E+07,52.884,0.0052884,507.406,1.97396,35,35,3.3,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.07E+06,26.7704,0.00267704,6.85E+07,6847.08,6.85E+07,52.884,0.0052884,507.406,1.97546,36,36,3.4,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.07E+06,26.75,0.002675,6.84E+07,6841.86,6.84E+07,52.884,0.0052884,507.406,1.97697,37,37,3.5,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.07E+06,26.7296,0.00267296,6.84E+07,6836.64,6.84E+07,52.884,0.0052884,507.406,1.97848,38,38,3.6,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.06E+06,26.7091,0.00267091,6.83E+07,6831.41,6.83E+07,52.884,0.0052884,507.406,1.97999,39,39,3.7,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.06E+06,26.6887,0.00266887,6.83E+07,6826.18,6.83E+07,52.884,0.0052884,507.406,1.98151,40,40,3.8,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.05E+06,26.6682,0.00266682,6.82E+07,6820.94,6.82E+07,52.884,0.0052884,507.406,1.98303,41,41,3.9,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.05E+06,26.6477,0.00266477,6.82E+07,6815.7,6.82E+07,52.884,0.0052884,507.406,1.98456,42,42,4,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.04E+06,26.6272,0.00266272,6.81E+07,6810.46,6.81E+07,52.884,0.0052884,507.406,1.98609,43,43,4.1,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.04E+06,26.6067,0.00266067,6.81E+07,6805.21,6.81E+07,52.884,0.0052884,507.406,1.98762,44,44,4.2,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.03E+06,26.5862,0.00265862,6.80E+07,6799.96,6.80E+07,52.884,0.0052884,507.406,1.98915,45,45,4.3,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.03E+06,26.5656,0.00265656,6.79E+07,6794.7,6.79E+07,52.884,0.0052884,507.406,1.99069,46,46,4.4,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.02E+06,26.5451,0.00265451,6.79E+07,6789.44,6.79E+07,52.884,0.0052884,507.406,1.99223,47,47,4.5,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.02E+06,26.5245,0.00265245,6.78E+07,6784.17,6.78E+07,52.884,0.0052884,507.406,1.99378,48,48,4.6,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.01E+06,26.5039,0.00265039,6.78E+07,6778.91,6.78E+07,52.884,0.0052884,507.406,1.99533,49,49,4.7,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.01E+06,26.4833,0.00264833,6.77E+07,6773.63,6.77E+07,52.884,0.0052884,507.406,1.99688,50,50,4.8,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.4626,0.00264626,6.77E+07,6768.36,6.77E+07,52.884,0.0052884,507.406,1.99844,51,51,4.9,0,0
600,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,52,52,5,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,53,53,5,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,54,54,5.1,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,55,55,5.2,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,56,56,5.3,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,57,57,5.4,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,58,58,5.5,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,59,59,5.6,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,60,60,5.7,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,61,61,5.8,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,62,62,5.9,0,0
0,0.0001,2.78E+06,0.0354491,0,0.0112838,6.00E+06,26.442,0.0026442,6.76E+07,6763.08,6.76E+07,52.884,0.0052884,507.406,2,63,63,6,0,0
