"Tw","area","enthalpy","heat_flux_perimeter","heat_transfer_coefficient","hydraulic_diameter","pressure","rho","rhoA","rhoE","rhoEA","rhoe","rhou","rhouA","temperature","u","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.18463e+06,27.2556,0.00272556,6.97119e+07,6971.19,6.97118e+07,52.884,0.0052884,507.406,1.94029,12,12,1,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.18008e+06,27.2356,0.00272356,6.96606e+07,6966.06,6.96606e+07,52.884,0.0052884,507.406,1.94172,13,13,1.1,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.17553e+06,27.2155,0.00272155,6.96093e+07,6960.93,6.96092e+07,52.884,0.0052884,507.406,1.94315,14,14,1.2,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.17098e+06,27.1955,0.00271955,6.9558e+07,6955.8,6.95579e+07,52.884,0.0052884,507.406,1.94459,15,15,1.3,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.16642e+06,27.1754,0.00271754,6.95066e+07,6950.66,6.95065e+07,52.884,0.0052884,507.406,1.94603,16,16,1.4,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.16186e+06,27.1553,0.00271553,6.94552e+07,6945.52,6.94551e+07,52.884,0.0052884,507.406,1.94747,17,17,1.5,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.15729e+06,27.1352,0.00271352,6.94037e+07,6940.37,6.94036e+07,52.884,0.0052884,507.406,1.94891,18,18,1.6,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.15272e+06,27.115,0.0027115,6.93522e+07,6935.22,6.93521e+07,52.884,0.0052884,507.406,1.95036,19,19,1.7,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.14815e+06,27.0949,0.00270949,6.93007e+07,6930.07,6.93006e+07,52.884,0.0052884,507.406,1.95181,20,20,1.8,0,0
600,0.0001,2.78462e+06,0.0354491,0,0.0112838,6.14357e+06,27.0747,0.00270747,6.92491e+07,6924.91,6.9249e+07,52.884,0.0052884,507.406,1.95326,21,21,1.9,0,0
